AlgoTime(ms), Result Matrix, Chapter, Zero Entries
11375.3, 472860, 1, 471390
14618.3, 615200, 2, 613783
7288.719999999999, 302475, 3, 301086
6364.92, 261632, 4, 260879
5345.64, 222528, 5, 221342
5111.84, 212910, 6, 211125
2672.4, 112887, 7, 112210
9965.25, 412806, 8, 410903
21376.100000000002, 918342, 9, 914501
221.515, 7917, 10, 7602
