Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 165.09099999999998, 16032, 1
1, 105.143, 11356, 1
2, 187.03300000000002, 20040, 1
3, 145.52300000000002, 13360, 1
4, 232.714, 23380, 1
5, 269.252, 24716, 1
6, 169.843, 16032, 1
7, 170.759, 19372, 1
8, 111.014, 10020, 1
9, 231.617, 22044, 1
10, 157.465, 16032, 1
11, 149.87, 14696, 1
12, 141.64499999999998, 14028, 1
13, 217.512, 20040, 1
14, 143.482, 14028, 1
15, 221.499, 24716, 1
16, 250.54900000000004, 26720, 1
17, 214.15400000000002, 20040, 1
18, 319.865, 34068, 1
19, 194.358, 20040, 1
20, 98.96919999999999, 10020, 1
21, 269.46999999999997, 28724, 1
22, 141.607, 16191, 2
23, 129.152, 11565, 2
24, 407.50199999999995, 38550, 2
25, 142.793, 14649, 2
26, 181.543, 18504, 2
27, 174.15800000000002, 19275, 2
28, 240.733, 26985, 2
29, 346.566, 33924, 2
30, 365.421, 42405, 2
31, 102.95, 12336, 2
32, 140.50799999999998, 14649, 2
33, 394.179, 43176, 2
34, 191.12, 19275, 2
35, 324.93, 36237, 2
36, 386.424, 41634, 2
37, 178.592, 17733, 2
38, 259.23400000000004, 27756, 2
39, 238.90800000000002, 23901, 2
40, 108.014, 10023, 2
41, 178.367, 20817, 2
42, 236.674, 23901, 2
43, 151.288, 14649, 2
44, 193.73000000000002, 22359, 2
45, 132.929, 13925, 3
46, 135.28, 15039, 3
47, 91.7341, 8355, 3
48, 178.833, 18938, 3
49, 72.54950000000001, 7798, 3
50, 206.97299999999998, 20052, 3
51, 207.098, 21723, 3
52, 265.932, 25622, 3
53, 186.985, 21166, 3
54, 101.712, 10026, 3
55, 112.023, 11697, 3
56, 363.867, 39547, 3
57, 289.866, 30078, 3
58, 115.80699999999999, 12811, 3
59, 165.699, 16710, 3
60, 148.19, 15934, 4
61, 80.3188, 7196, 4
62, 158.016, 14392, 4
63, 161.346, 16962, 4
64, 140.745, 15420, 4
65, 73.1742, 7196, 4
66, 150.145, 15420, 4
67, 239.19899999999998, 27242, 4
68, 38.8052, 3084, 4
69, 48.131800000000005, 3598, 4
70, 331.15, 35980, 4
71, 21.5642, 1542, 4
72, 102.993, 9766, 4
73, 231.143, 22616, 4
74, 27.9282, 2056, 4
75, 252.397, 26728, 4
76, 60.9989, 5654, 4
77, 200.61399999999998, 21068, 5
78, 185.598, 20152, 5
79, 118.31400000000001, 10992, 5
80, 106.92, 10534, 5
81, 124.91199999999999, 11908, 5
82, 153.017, 15114, 5
83, 38.558099999999996, 3206, 5
84, 199.219, 21984, 5
85, 139.132, 15114, 5
86, 73.191, 7328, 5
87, 139.929, 16488, 5
88, 152.84900000000002, 15114, 5
89, 75.5058, 6870, 5
90, 250.069, 24732, 5
91, 91.80489999999999, 10465, 6
92, 135.814, 12740, 6
93, 109.89500000000001, 11830, 6
94, 136.11599999999999, 15470, 6
95, 94.1105, 7735, 6
96, 156.919, 17290, 6
97, 47.9852, 4550, 6
98, 120.515, 11830, 6
99, 248.5, 25935, 6
100, 183.483, 17290, 6
101, 159.797, 16380, 6
102, 81.91170000000001, 7280, 6
103, 228.299, 23205, 6
104, 95.7803, 9100, 6
105, 29.4552, 2680, 7
106, 141.77200000000002, 13735, 7
107, 109.779, 11390, 7
108, 116.94, 12395, 7
109, 77.3899, 7705, 7
110, 65.923, 5695, 7
111, 136.423, 13400, 7
112, 177.239, 17085, 7
113, 132.419, 13065, 7
114, 53.70140000000001, 5025, 7
115, 184.233, 18705, 8
116, 138.78099999999998, 14835, 8
117, 200.017, 21930, 8
118, 97.0245, 9030, 8
119, 337.46500000000003, 37410, 8
120, 134.81699999999998, 14835, 8
121, 224.616, 22575, 8
122, 216.337, 23865, 8
123, 528.777, 55470, 8
124, 182.46599999999998, 16125, 8
125, 323.381, 34185, 8
126, 134.056, 12900, 8
127, 178.455, 19995, 8
128, 161.79, 16125, 8
129, 236.006, 24510, 8
130, 44.818200000000004, 3870, 8
131, 283.198, 27735, 8
132, 472.51, 55519, 9
133, 322.955, 33876, 9
134, 226.736, 23525, 9
135, 191.696, 19761, 9
136, 194.049, 21643, 9
137, 103.125, 8469, 9
138, 26.472099999999998, 1882, 9
139, 26.5583, 1882, 9
140, 45.2926, 3764, 9
141, 186.10999999999999, 19761, 9
142, 122.69, 14115, 9
143, 501.443, 52696, 9
144, 329.88, 32935, 9
145, 155.96699999999998, 16938, 9
146, 286.812, 29171, 9
147, 318.437, 35758, 9
148, 192.422, 21643, 9
149, 281.96, 31994, 9
150, 321.714, 31053, 9
151, 197.849, 20702, 9
152, 171.286, 18820, 9
153, 415.04799999999994, 44227, 9
154, 102.5, 12233, 9
155, 265.675, 31053, 9
156, 279.04, 32935, 9
157, 254.67000000000002, 29171, 9
158, 355.754, 38581, 9
159, 342.012, 34817, 9
160, 190.693, 17879, 9
161, 217.87599999999998, 21643, 9
162, 306.50500000000005, 34817, 9
163, 111.974, 12233, 9
164, 23.5324, 1209, 10
165, 41.4724, 3441, 10
166, 32.728500000000004, 2883, 10
