Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 2.75845, 390, 1
1, 1.9637600000000002, 247, 1
2, 6.68747, 1024, 1
3, 3.4257400000000002, 440, 1
4, 9.189060000000001, 1332, 1
5, 12.257900000000001, 1482, 1
6, 4.4299800000000005, 546, 1
7, 5.42349, 868, 1
8, 2.65196, 255, 1
9, 10.1743, 1190, 1
10, 4.80024, 702, 1
11, 4.57658, 576, 1
12, 4.09368, 575, 1
13, 8.853349999999999, 960, 1
14, 3.98588, 552, 1
15, 14.272, 1521, 1
16, 10.593, 1554, 1
17, 7.94925, 1056, 1
18, 18.6923, 3021, 1
19, 6.411840000000001, 896, 1
20, 1.50505, 221, 1
21, 24.7092, 1755, 1
22, 3.40952, 552, 2
23, 2.5641599999999998, 289, 2
24, 20.387900000000002, 2340, 2
25, 2.90055, 420, 2
26, 4.276079999999999, 598, 2
27, 4.01551, 621, 2
28, 10.352500000000001, 1702, 2
29, 21.673399999999997, 1978, 2
30, 45.278600000000004, 2565, 2
31, 2.0966, 306, 2
32, 3.2154599999999998, 462, 2
33, 24.7398, 2726, 2
34, 5.1255500000000005, 729, 2
35, 15.0068, 2499, 2
36, 29.766299999999998, 3136, 2
37, 4.994829999999999, 675, 2
38, 30.1555, 1444, 2
39, 7.66306, 1023, 2
40, 2.01772, 225, 2
41, 4.31315, 754, 2
42, 8.58979, 1023, 2
43, 3.3512, 483, 2
44, 5.61519, 992, 2
45, 4.80186, 702, 3
46, 5.83979, 957, 3
47, 2.3467000000000002, 306, 3
48, 8.09299, 1296, 3
49, 2.08983, 288, 3
50, 9.24873, 1368, 3
51, 10.07, 1845, 3
52, 16.663600000000002, 2544, 3
53, 10.222800000000001, 1600, 3
54, 3.73237, 480, 3
55, 3.73544, 529, 3
56, 64.3785, 5329, 3
57, 23.08, 2576, 3
58, 4.0708400000000005, 625, 3
59, 7.65292, 1120, 3
60, 7.81638, 1155, 4
61, 2.59684, 336, 4
62, 8.50361, 960, 4
63, 9.1905, 1190, 4
64, 6.22158, 992, 4
65, 2.16765, 256, 4
66, 6.120760000000001, 960, 4
67, 15.5657, 2585, 4
68, 0.7732699999999999, 64, 4
69, 1.18629, 108, 4
70, 62.3615, 5112, 4
71, 0.35697, 30, 4
72, 3.80422, 546, 4
73, 23.004199999999997, 1932, 4
74, 0.447696, 36, 4
75, 32.4405, 3078, 4
76, 1.0486499999999999, 130, 4
77, 13.6642, 2064, 5
78, 11.2603, 1794, 5
79, 4.74048, 650, 5
80, 4.09209, 575, 5
81, 5.361079999999999, 756, 5
82, 8.29761, 1295, 5
83, 0.5527219999999999, 63, 5
84, 13.8219, 2400, 5
85, 8.67197, 1155, 5
86, 2.53528, 288, 5
87, 22.1982, 1444, 5
88, 7.68557, 1050, 5
89, 2.72634, 323, 5
90, 35.117599999999996, 2744, 5
91, 4.27356, 650, 6
92, 14.9591, 900, 6
93, 5.02703, 756, 6
94, 7.67581, 1332, 6
95, 3.1710100000000003, 380, 6
96, 7.915159999999999, 1440, 6
97, 1.16152, 156, 6
98, 5.01607, 700, 6
99, 20.3628, 3422, 6
100, 9.955169999999999, 1400, 6
101, 10.217600000000001, 1368, 6
102, 2.59486, 306, 6
103, 16.4243, 2650, 6
104, 3.74261, 462, 6
105, 0.919608, 100, 7
106, 12.345699999999999, 1892, 7
107, 8.49925, 1188, 7
108, 15.516, 1833, 7
109, 2.57384, 450, 7
110, 2.59545, 342, 7
111, 10.5429, 1554, 7
112, 19.0506, 2862, 7
113, 32.6678, 1640, 7
114, 2.1978, 306, 7
115, 6.3029399999999995, 961, 8
116, 4.39572, 650, 8
117, 8.5862, 1260, 8
118, 1.86075, 240, 8
119, 24.110300000000002, 3900, 8
120, 3.5553999999999997, 625, 8
121, 9.525459999999999, 1332, 8
122, 10.1057, 1638, 8
123, 40.1252, 6864, 8
124, 8.33593, 1053, 8
125, 35.3081, 2420, 8
126, 3.5393999999999997, 484, 8
127, 7.78112, 1188, 8
128, 6.35908, 810, 8
129, 10.6151, 1440, 8
130, 0.965113, 64, 8
131, 30.545099999999998, 2115, 8
132, 32.0534, 3477, 9
133, 19.2848, 1406, 9
134, 4.96935, 729, 9
135, 4.7592, 529, 9
136, 3.38037, 525, 9
137, 1.19582, 110, 9
138, 0.31109200000000004, 24, 9
139, 0.19890000000000002, 16, 9
140, 0.37952199999999997, 36, 9
141, 3.44649, 460, 9
142, 2.48191, 255, 9
143, 21.0619, 3248, 9
144, 10.1877, 1332, 9
145, 3.01149, 400, 9
146, 7.06545, 990, 9
147, 10.0592, 1520, 9
148, 3.72156, 625, 9
149, 6.1460799999999995, 1008, 9
150, 11.0159, 1505, 9
151, 4.63618, 552, 9
152, 2.9392300000000002, 440, 9
153, 16.4225, 2646, 9
154, 1.36619, 225, 9
155, 6.94115, 1190, 9
156, 8.703539999999998, 1443, 9
157, 6.73212, 1122, 9
158, 15.858600000000001, 1376, 9
159, 10.605500000000001, 1560, 9
160, 4.04827, 399, 9
161, 3.6870000000000003, 500, 9
162, 8.780619999999999, 1404, 9
163, 1.50793, 195, 9
164, 1.5544, 180, 10
165, 9.48733, 1560, 10
166, 9.58414, 1287, 10
