AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1085.1299999999999, 478380, 1, 475648
1393.6100000000001, 621492, 2, 618410
702.087, 306891, 3, 305606
616.586, 265740, 4, 264795
518.405, 226320, 5, 224912
508.66299999999995, 216618, 6, 214865
277.143, 115591, 7, 114945
970.434, 417962, 8, 415630
2023.46, 926026, 9, 921740
32.5328, 8645, 10, 8335
