AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4718.08, 478380, 1, 475648
6024.8, 621492, 2, 618410
3028.15, 306891, 3, 305606
2696.43, 265740, 4, 264795
2211.5, 226320, 5, 224912
2187.83, 216618, 6, 214865
1131.65, 115591, 7, 114945
4191.75, 417962, 8, 415630
8759.83, 926026, 9, 921740
100.297, 8645, 10, 8335
