AlgoTime(ms), Result Matrix, Chapter, Zero Entries
883.09, 478380, 1, 0
1049.54, 621492, 2, 0
520.856, 306891, 3, 0
445.007, 265740, 4, 0
380.91, 226320, 5, 0
364.85200000000003, 216618, 6, 0
196.41400000000002, 115591, 7, 0
721.679, 417962, 8, 0
1547.1699999999998, 926026, 9, 0
15.9949, 8645, 10, 0
