AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1640.56, 475616, 1, 474448
2122.09, 618342, 2, 617278
1042.8500000000001, 304679, 3, 303608
941.9269999999999, 263682, 4, 263139
790.265, 224420, 5, 223536
750.9789999999999, 214760, 6, 213599
394.824, 114235, 7, 113761
1479.6000000000001, 415380, 8, 414079
3113.93, 922180, 9, 919430
33.376799999999996, 8277, 10, 8108
