AlgoTime(ms), Result Matrix, Chapter, Zero Entries
206.907, 478380, 1, 475648
256.772, 621492, 2, 618410
127.62100000000001, 306891, 3, 305606
114.41900000000001, 265740, 4, 264795
93.11919999999999, 226320, 5, 224912
88.1981, 216618, 6, 214865
48.5556, 115591, 7, 114945
183.429, 417962, 8, 415630
366.807, 926026, 9, 921740
5.15936, 8645, 10, 8335
