AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4631.79, 472860, 1, 471390
5705.54, 615200, 2, 613783
3103.05, 302475, 3, 301086
2536.6, 261632, 4, 260879
2125.88, 222528, 5, 221342
2108.88, 212910, 6, 211125
1042.01, 112887, 7, 112210
4095.2799999999997, 412806, 8, 410903
8723.67, 918342, 9, 914501
98.67009999999999, 7917, 10, 7602
