Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 4.75484, 242, 1
1, 2.36145, 135, 1
2, 13.555299999999999, 784, 1
3, 5.64799, 288, 1
4, 18.5867, 1056, 1
5, 24.758599999999998, 1190, 1
6, 7.07691, 374, 1
7, 9.93231, 648, 1
8, 3.47851, 143, 1
9, 18.304100000000002, 930, 1
10, 9.438600000000001, 506, 1
11, 7.245, 400, 1
12, 6.99826, 399, 1
13, 17.842, 728, 1
14, 7.35212, 380, 1
15, 18.1552, 1225, 1
16, 29.3826, 1254, 1
17, 15.499799999999999, 812, 1
18, 42.6969, 2597, 1
19, 11.2887, 672, 1
20, 2.0724099999999996, 117, 1
21, 23.8049, 1435, 1
22, 5.7946, 380, 2
23, 3.62391, 169, 2
24, 66.85929999999999, 1968, 2
25, 5.22278, 272, 2
26, 7.32554, 418, 2
27, 6.17483, 437, 2
28, 21.8401, 1386, 2
29, 42.1114, 1638, 2
30, 44.523, 2173, 2
31, 3.04392, 182, 2
32, 5.29326, 306, 2
33, 43.881, 2322, 2
34, 9.64778, 529, 2
35, 34.4664, 2115, 2
36, 55.2926, 2704, 2
37, 8.41759, 483, 2
38, 19.854400000000002, 1156, 2
39, 14.3387, 783, 2
40, 2.62266, 121, 2
41, 8.029369999999998, 550, 2
42, 26.4634, 783, 2
43, 5.88715, 323, 2
44, 10.7554, 756, 2
45, 8.499649999999999, 506, 3
46, 10.787400000000002, 725, 3
47, 3.53063, 182, 3
48, 16.322799999999997, 1024, 3
49, 2.77539, 168, 3
50, 20.6395, 1088, 3
51, 30.7237, 1517, 3
52, 44.452400000000004, 2156, 3
53, 20.0164, 1296, 3
54, 6.1433800000000005, 320, 3
55, 6.14384, 361, 3
56, 123.47, 4761, 3
57, 38.998400000000004, 2184, 3
58, 6.927919999999999, 441, 3
59, 14.669, 868, 3
60, 14.4497, 899, 4
61, 3.8960399999999997, 204, 4
62, 15.5566, 728, 4
63, 15.641700000000002, 930, 4
64, 11.5526, 756, 4
65, 3.22662, 144, 4
66, 11.6982, 728, 4
67, 39.0335, 2193, 4
68, 0.7034320000000001, 16, 4
69, 1.40287, 40, 4
70, 84.92320000000001, 4556, 4
71, 1.02098, 2, 4
72, 7.5145, 374, 4
73, 42.2933, 1596, 4
74, 0.349515, 4, 4
75, 57.234300000000005, 2650, 4
76, 1.09988, 54, 4
77, 29.5449, 1716, 5
78, 23.7964, 1470, 5
79, 8.997710000000001, 462, 5
80, 7.53777, 399, 5
81, 8.77066, 552, 5
82, 25.3951, 1023, 5
83, 0.526086, 15, 5
84, 30.330099999999998, 2024, 5
85, 14.3503, 899, 5
86, 3.48608, 168, 5
87, 28.6523, 1156, 5
88, 13.3087, 806, 5
89, 3.94288, 195, 5
90, 83.4375, 2340, 5
91, 8.0877, 462, 6
92, 12.9748, 676, 6
93, 9.399750000000001, 552, 6
94, 16.3887, 1056, 6
95, 5.06294, 240, 6
96, 17.7743, 1152, 6
97, 1.43785, 72, 6
98, 23.232699999999998, 504, 6
99, 95.41810000000001, 2970, 6
100, 20.6083, 1116, 6
101, 19.2262, 1088, 6
102, 3.45531, 182, 6
103, 37.0905, 2254, 6
104, 5.784820000000001, 306, 6
105, 0.896736, 36, 7
106, 26.4899, 1560, 7
107, 15.5282, 928, 7
108, 22.2609, 1505, 7
109, 3.9766100000000004, 294, 7
110, 3.79129, 210, 7
111, 19.1465, 1254, 7
112, 51.1389, 2450, 7
113, 40.4949, 1332, 7
114, 2.9760899999999997, 182, 7
115, 12.8086, 729, 8
116, 8.025559999999999, 462, 8
117, 15.679499999999999, 992, 8
118, 2.5928299999999997, 132, 8
119, 51.1781, 3416, 8
120, 6.2714, 441, 8
121, 18.4989, 1056, 8
122, 19.669, 1330, 8
123, 113.823, 6216, 8
124, 15.1187, 805, 8
125, 50.4432, 2040, 8
126, 6.2633, 324, 8
127, 14.455900000000002, 928, 8
128, 11.4656, 598, 8
129, 19.997700000000002, 1152, 8
130, 0.549649, 16, 8
131, 63.4542, 1763, 8
132, 44.4892, 3021, 9
133, 19.2187, 1122, 9
134, 9.26008, 529, 9
135, 6.263730000000001, 361, 9
136, 5.862909999999999, 357, 9
137, 1.29188, 42, 9
138, 0.188074, 0, 9
139, 0.116757, 0, 9
140, 0.273439, 4, 9
141, 5.39832, 304, 9
142, 2.43108, 143, 9
143, 63.9792, 2808, 9
144, 19.0506, 1056, 9
145, 4.3647, 256, 9
146, 13.1869, 754, 9
147, 19.744999999999997, 1224, 9
148, 6.76586, 441, 9
149, 12.2236, 768, 9
150, 23.1684, 1209, 9
151, 6.7758899999999995, 380, 9
152, 4.6508199999999995, 288, 9
153, 37.6911, 2250, 9
154, 1.8249900000000001, 121, 9
155, 25.1445, 930, 9
156, 16.649, 1155, 9
157, 13.2652, 870, 9
158, 18.358800000000002, 1092, 9
159, 21.630799999999997, 1260, 9
160, 5.3751500000000005, 255, 9
161, 6.47529, 336, 9
162, 17.015800000000002, 1120, 9
163, 1.78874, 99, 9
164, 2.22193, 88, 10
165, 22.3389, 1260, 10
166, 18.7591, 1015, 10
