Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 4.40773, 242, 1
1, 2.4459400000000002, 135, 1
2, 13.2972, 784, 1
3, 5.70634, 288, 1
4, 18.41, 1056, 1
5, 24.7986, 1190, 1
6, 7.25584, 374, 1
7, 9.94868, 648, 1
8, 3.44722, 143, 1
9, 18.491899999999998, 930, 1
10, 9.43308, 506, 1
11, 8.54176, 400, 1
12, 6.8853, 399, 1
13, 14.8637, 728, 1
14, 7.10893, 380, 1
15, 19.602999999999998, 1225, 1
16, 20.8874, 1254, 1
17, 16.9408, 812, 1
18, 41.4594, 2597, 1
19, 11.404900000000001, 672, 1
20, 2.1029199999999997, 117, 1
21, 38.7159, 1435, 1
22, 5.6439200000000005, 380, 2
23, 3.63082, 169, 2
24, 61.9909, 1968, 2
25, 5.17148, 272, 2
26, 7.382709999999999, 418, 2
27, 6.27213, 437, 2
28, 21.6775, 1386, 2
29, 46.4055, 1638, 2
30, 32.4647, 2173, 2
31, 3.04637, 182, 2
32, 5.20353, 306, 2
33, 62.1343, 2322, 2
34, 9.606129999999999, 529, 2
35, 34.4694, 2115, 2
36, 90.9162, 2704, 2
37, 8.731549999999999, 483, 2
38, 19.0282, 1156, 2
39, 14.139199999999999, 783, 2
40, 2.71741, 121, 2
41, 8.016850000000002, 550, 2
42, 18.3277, 783, 2
43, 6.13701, 323, 2
44, 10.936, 756, 2
45, 8.73294, 506, 3
46, 20.5054, 725, 3
47, 3.67445, 182, 3
48, 16.310499999999998, 1024, 3
49, 2.99034, 168, 3
50, 18.7233, 1088, 3
51, 21.7449, 1517, 3
52, 38.1932, 2156, 3
53, 31.9218, 1296, 3
54, 6.127160000000001, 320, 3
55, 6.26378, 361, 3
56, 119.988, 4761, 3
57, 86.4339, 2184, 3
58, 6.94322, 441, 3
59, 14.578199999999999, 868, 3
60, 14.759599999999999, 899, 4
61, 3.93093, 204, 4
62, 19.791, 728, 4
63, 15.8024, 930, 4
64, 12.347199999999999, 756, 4
65, 3.15788, 144, 4
66, 11.675899999999999, 728, 4
67, 35.916, 2193, 4
68, 0.700442, 16, 4
69, 1.31787, 40, 4
70, 72.6571, 4556, 4
71, 0.23963700000000002, 2, 4
72, 7.20072, 374, 4
73, 27.8961, 1596, 4
74, 0.347907, 4, 4
75, 49.579100000000004, 2650, 4
76, 1.0973300000000001, 54, 4
77, 28.685, 1716, 5
78, 24.0223, 1470, 5
79, 9.32739, 462, 5
80, 7.51203, 399, 5
81, 8.927660000000001, 552, 5
82, 16.974800000000002, 1023, 5
83, 0.517965, 15, 5
84, 30.0173, 2024, 5
85, 14.2147, 899, 5
86, 3.64494, 168, 5
87, 16.513099999999998, 1156, 5
88, 13.334999999999999, 806, 5
89, 4.38891, 195, 5
90, 81.4995, 2340, 5
91, 7.89864, 462, 6
92, 12.9515, 676, 6
93, 9.31382, 552, 6
94, 16.350099999999998, 1056, 6
95, 17.264000000000003, 240, 6
96, 17.9367, 1152, 6
97, 1.4297900000000001, 72, 6
98, 9.14818, 504, 6
99, 62.0544, 2970, 6
100, 20.450400000000002, 1116, 6
101, 20.9846, 1088, 6
102, 3.47635, 182, 6
103, 37.2492, 2254, 6
104, 5.76659, 306, 6
105, 0.905497, 36, 7
106, 26.2868, 1560, 7
107, 15.4889, 928, 7
108, 22.2402, 1505, 7
109, 4.16395, 294, 7
110, 3.82073, 210, 7
111, 30.516399999999997, 1254, 7
112, 84.0213, 2450, 7
113, 36.7887, 1332, 7
114, 3.02585, 182, 7
115, 12.7379, 729, 8
116, 7.93306, 462, 8
117, 15.5828, 992, 8
118, 2.61757, 132, 8
119, 51.1243, 3416, 8
120, 6.25795, 441, 8
121, 18.5538, 1056, 8
122, 19.634700000000002, 1330, 8
123, 135.73, 6216, 8
124, 16.142400000000002, 805, 8
125, 34.4649, 2040, 8
126, 6.249140000000001, 324, 8
127, 14.1222, 928, 8
128, 11.4407, 598, 8
129, 20.767999999999997, 1152, 8
130, 0.532925, 16, 8
131, 31.6718, 1763, 8
132, 89.7765, 3021, 9
133, 19.0174, 1122, 9
134, 9.39526, 529, 9
135, 6.21413, 361, 9
136, 5.86485, 357, 9
137, 1.30023, 42, 9
138, 0.188464, 0, 9
139, 0.11610999999999999, 0, 9
140, 0.27440899999999996, 4, 9
141, 5.40494, 304, 9
142, 2.60346, 143, 9
143, 64.50210000000001, 2808, 9
144, 19.214599999999997, 1056, 9
145, 4.3387, 256, 9
146, 13.3223, 754, 9
147, 19.7683, 1224, 9
148, 6.67825, 441, 9
149, 28.2863, 768, 9
150, 34.543200000000006, 1209, 9
151, 6.76828, 380, 9
152, 4.64162, 288, 9
153, 37.3506, 2250, 9
154, 2.1850799999999997, 121, 9
155, 12.987, 930, 9
156, 17.8249, 1155, 9
157, 13.1457, 870, 9
158, 18.480300000000003, 1092, 9
159, 21.8443, 1260, 9
160, 5.32761, 255, 9
161, 6.51357, 336, 9
162, 16.549, 1120, 9
163, 1.81642, 99, 9
164, 2.21717, 88, 10
165, 20.4131, 1260, 10
166, 18.8795, 1015, 10
