AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4794.01, 472860, 1, 471390
6046.14, 615200, 2, 613783
2998.21, 302475, 3, 301086
2640.25, 261632, 4, 260879
2197.69, 222528, 5, 221342
2189.98, 212910, 6, 211125
1068.02, 112887, 7, 112210
4125.96, 412806, 8, 410903
8845.77, 918342, 9, 914501
86.034, 7917, 10, 7602
