AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1023.5399999999998, 478380, 1, 475648
1308.53, 621492, 2, 618410
653.78, 306891, 3, 305606
564.745, 265740, 4, 264795
479.509, 226320, 5, 224912
459.349, 216618, 6, 214865
243.589, 115591, 7, 114945
895.882, 417962, 8, 415630
1894.0300000000002, 926026, 9, 921740
19.1144, 8645, 10, 8335
