AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4705.320000000001, 475616, 1, 474448
5986.679999999999, 618342, 2, 617278
3004.8599999999997, 304679, 3, 303608
2648.8999999999996, 263682, 4, 263139
2228.49, 224420, 5, 223536
2103.42, 214760, 6, 213599
1131.53, 114235, 7, 113761
4207.18, 415380, 8, 414079
8904.56, 922180, 9, 919430
89.61800000000001, 8277, 10, 8108
