AlgoTime(ms), Result Matrix, Chapter, Zero Entries
184.258, 478380, 1, 475648
221.944, 621492, 2, 618410
113.848, 306891, 3, 305606
105.894, 265740, 4, 264795
81.77579999999999, 226320, 5, 224912
76.9744, 216618, 6, 214865
42.770700000000005, 115591, 7, 114945
162.661, 417962, 8, 415630
320.288, 926026, 9, 921740
4.68192, 8645, 10, 8335
