AlgoTime(ms), Result Matrix, Chapter, Zero Entries
11694.2, 472860, 1, 471390
14869.7, 615200, 2, 613783
7410.76, 302475, 3, 301086
6571.04, 261632, 4, 260879
5506.84, 222528, 5, 221342
5350.06, 212910, 6, 211125
2746.48, 112887, 7, 112210
10205.8, 412806, 8, 410903
22047.1, 918342, 9, 914501
234.708, 7917, 10, 7602
