Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 4.397930000000001, 242, 1
1, 2.37064, 135, 1
2, 13.2868, 784, 1
3, 6.94303, 288, 1
4, 18.6126, 1056, 1
5, 25.063, 1190, 1
6, 7.48303, 374, 1
7, 22.2804, 648, 1
8, 3.45943, 143, 1
9, 18.357499999999998, 930, 1
10, 9.23113, 506, 1
11, 7.06707, 400, 1
12, 6.947369999999999, 399, 1
13, 14.6836, 728, 1
14, 7.01786, 380, 1
15, 19.6075, 1225, 1
16, 20.8603, 1254, 1
17, 19.7723, 812, 1
18, 40.7633, 2597, 1
19, 11.317499999999999, 672, 1
20, 2.04645, 117, 1
21, 21.5726, 1435, 1
22, 5.62621, 380, 2
23, 3.61626, 169, 2
24, 55.2119, 1968, 2
25, 5.16579, 272, 2
26, 7.3730899999999995, 418, 2
27, 6.14607, 437, 2
28, 21.778, 1386, 2
29, 28.508200000000002, 1638, 2
30, 32.3632, 2173, 2
31, 3.1295699999999997, 182, 2
32, 5.1070400000000005, 306, 2
33, 54.0268, 2322, 2
34, 9.741420000000002, 529, 2
35, 34.3718, 2115, 2
36, 61.5443, 2704, 2
37, 8.44738, 483, 2
38, 18.982499999999998, 1156, 2
39, 14.1342, 783, 2
40, 2.6398900000000003, 121, 2
41, 8.36468, 550, 2
42, 14.2743, 783, 2
43, 7.25614, 323, 2
44, 10.9249, 756, 2
45, 8.51034, 506, 3
46, 10.749699999999999, 725, 3
47, 4.25442, 182, 3
48, 28.330399999999997, 1024, 3
49, 2.78854, 168, 3
50, 18.7479, 1088, 3
51, 23.935299999999998, 1517, 3
52, 36.7697, 2156, 3
53, 20.119, 1296, 3
54, 6.15069, 320, 3
55, 6.16178, 361, 3
56, 123.66099999999999, 4761, 3
57, 39.132, 2184, 3
58, 7.05507, 441, 3
59, 14.636700000000001, 868, 3
60, 14.9523, 899, 4
61, 3.8994199999999997, 204, 4
62, 16.080199999999998, 728, 4
63, 15.6197, 930, 4
64, 11.5497, 756, 4
65, 3.17746, 144, 4
66, 11.6516, 728, 4
67, 65.73660000000001, 2193, 4
68, 0.706559, 16, 4
69, 1.32172, 40, 4
70, 87.604, 4556, 4
71, 0.27792300000000003, 2, 4
72, 7.2124299999999995, 374, 4
73, 28.3838, 1596, 4
74, 0.34452, 4, 4
75, 56.8925, 2650, 4
76, 1.09789, 54, 4
77, 28.3108, 1716, 5
78, 27.0044, 1470, 5
79, 9.0466, 462, 5
80, 13.3316, 399, 5
81, 8.81877, 552, 5
82, 29.059, 1023, 5
83, 0.578628, 15, 5
84, 40.186899999999994, 2024, 5
85, 14.347900000000001, 899, 5
86, 3.55632, 168, 5
87, 16.5992, 1156, 5
88, 14.030199999999999, 806, 5
89, 3.93689, 195, 5
90, 105.81500000000001, 2340, 5
91, 7.34559, 462, 6
92, 13.0069, 676, 6
93, 9.40367, 552, 6
94, 28.4563, 1056, 6
95, 5.09531, 240, 6
96, 21.3766, 1152, 6
97, 1.4879, 72, 6
98, 9.24979, 504, 6
99, 60.2291, 2970, 6
100, 28.5535, 1116, 6
101, 19.305200000000003, 1088, 6
102, 3.4640600000000004, 182, 6
103, 37.8102, 2254, 6
104, 5.87097, 306, 6
105, 0.8935329999999999, 36, 7
106, 26.4578, 1560, 7
107, 15.678299999999998, 928, 7
108, 23.763099999999998, 1505, 7
109, 4.08589, 294, 7
110, 3.79601, 210, 7
111, 20.247700000000002, 1254, 7
112, 90.72460000000001, 2450, 7
113, 40.3822, 1332, 7
114, 2.99438, 182, 7
115, 12.7195, 729, 8
116, 7.89306, 462, 8
117, 19.6261, 992, 8
118, 2.59261, 132, 8
119, 57.7269, 3416, 8
120, 6.65259, 441, 8
121, 18.734, 1056, 8
122, 20.8072, 1330, 8
123, 100.868, 6216, 8
124, 15.2509, 805, 8
125, 34.2607, 2040, 8
126, 6.236000000000001, 324, 8
127, 14.2322, 928, 8
128, 12.9464, 598, 8
129, 19.9918, 1152, 8
130, 0.52699, 16, 8
131, 31.866100000000003, 1763, 8
132, 70.98129999999999, 3021, 9
133, 18.9907, 1122, 9
134, 9.23149, 529, 9
135, 6.27637, 361, 9
136, 5.84438, 357, 9
137, 1.3001, 42, 9
138, 0.19059700000000002, 0, 9
139, 0.113228, 0, 9
140, 0.268723, 4, 9
141, 5.45759, 304, 9
142, 2.60337, 143, 9
143, 47.4445, 2808, 9
144, 19.3046, 1056, 9
145, 4.35899, 256, 9
146, 13.536, 754, 9
147, 19.6238, 1224, 9
148, 6.69536, 441, 9
149, 12.3225, 768, 9
150, 23.0182, 1209, 9
151, 6.82224, 380, 9
152, 4.68584, 288, 9
153, 36.2729, 2250, 9
154, 1.8830500000000001, 121, 9
155, 13.5885, 930, 9
156, 16.610799999999998, 1155, 9
157, 21.2424, 870, 9
158, 19.104400000000002, 1092, 9
159, 21.9013, 1260, 9
160, 5.49584, 255, 9
161, 6.62312, 336, 9
162, 16.6828, 1120, 9
163, 1.80699, 99, 9
164, 2.14111, 88, 10
165, 20.476399999999998, 1260, 10
166, 18.8784, 1015, 10
