Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 6.0091, 312, 1, 302
1, 3.9548300000000003, 187, 1, 170
2, 29.996499999999997, 900, 1, 843
3, 7.04608, 360, 1, 346
4, 26.4351, 1190, 1, 1145
5, 26.3519, 1332, 1, 1284
6, 8.977870000000001, 456, 1, 449
7, 13.7958, 754, 1, 742
8, 4.44159, 195, 1, 177
9, 32.9682, 1056, 1, 979
10, 10.8552, 600, 1, 558
11, 28.9041, 484, 1, 461
12, 8.849829999999999, 483, 1, 452
13, 25.6086, 840, 1, 783
14, 10.6453, 462, 1, 452
15, 24.0965, 1369, 1, 1339
16, 24.8567, 1400, 1, 1383
17, 30.0224, 930, 1, 917
18, 51.2136, 2805, 1, 2715
19, 14.3288, 780, 1, 765
20, 3.04127, 165, 1, 127
21, 27.6402, 1591, 1, 1563
22, 10.8723, 462, 2, 410
23, 4.78621, 225, 2, 222
24, 81.6076, 2150, 2, 2110
25, 16.077, 342, 2, 323
26, 9.321380000000001, 504, 2, 460
27, 8.827969999999999, 525, 2, 468
28, 26.5304, 1540, 2, 1489
29, 49.2246, 1804, 2, 1791
30, 39.802, 2365, 2, 2359
31, 4.27778, 240, 2, 232
32, 6.948659999999999, 380, 2, 365
33, 79.15690000000001, 2520, 2, 2477
34, 11.609, 625, 2, 620
35, 47.2459, 2303, 2, 2273
36, 56.478300000000004, 2916, 2, 2854
37, 10.7272, 575, 2, 495
38, 32.0587, 1296, 2, 1216
39, 16.767, 899, 2, 882
40, 3.65619, 169, 2, 143
41, 21.2647, 648, 2, 617
42, 21.768, 899, 2, 872
43, 7.56377, 399, 2, 389
44, 15.4944, 870, 2, 846
45, 10.75, 600, 3, 569
46, 14.4867, 837, 3, 795
47, 5.21166, 240, 3, 231
48, 31.0475, 1156, 3, 1110
49, 7.5155899999999995, 224, 3, 211
50, 35.3119, 1224, 3, 1174
51, 27.669800000000002, 1677, 3, 1599
52, 47.237700000000004, 2346, 3, 2275
53, 45.9245, 1444, 3, 1384
54, 7.58878, 396, 3, 352
55, 7.85664, 441, 3, 404
56, 131.723, 5041, 3, 4939
57, 60.0792, 2376, 3, 2268
58, 12.0559, 529, 3, 528
59, 17.7079, 990, 3, 938
60, 28.671599999999998, 1023, 4, 962
