Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 4.40165, 390, 1, 384
1, 2.96292, 247, 1, 242
2, 31.415100000000002, 1024, 1, 984
3, 5.24887, 440, 1, 414
4, 15.050799999999999, 1332, 1, 1268
5, 19.634800000000002, 1482, 1, 1444
6, 6.70325, 546, 1, 527
7, 9.08837, 868, 1, 856
8, 3.5506800000000003, 255, 1, 240
9, 14.833, 1190, 1, 1134
10, 25.441499999999998, 702, 1, 674
11, 8.16958, 576, 1, 563
12, 6.5503599999999995, 575, 1, 558
13, 25.0877, 960, 1, 930
14, 6.27471, 552, 1, 542
15, 28.805799999999998, 1521, 1, 1482
16, 29.9255, 1554, 1, 1546
17, 12.6126, 1056, 1, 1041
18, 41.1424, 3021, 1, 2955
19, 10.0289, 896, 1, 878
20, 2.46204, 221, 1, 176
21, 18.0592, 1755, 1, 1729
22, 5.69377, 552, 2, 532
23, 3.78763, 289, 2, 283
24, 41.7962, 2340, 2, 2283
25, 4.8466000000000005, 420, 2, 404
26, 6.71699, 598, 2, 572
27, 6.63216, 621, 2, 595
28, 17.5485, 1702, 2, 1678
29, 33.8648, 1978, 2, 1947
30, 30.2912, 2565, 2, 2540
31, 3.3050699999999997, 306, 2, 297
32, 5.18345, 462, 2, 444
33, 40.9375, 2726, 2, 2696
34, 8.09646, 729, 2, 722
35, 25.293400000000002, 2499, 2, 2462
36, 36.6139, 3136, 2, 3071
37, 7.72553, 675, 2, 642
38, 15.713499999999998, 1444, 2, 1397
39, 14.8252, 1023, 2, 1004
40, 2.93839, 225, 2, 213
41, 7.39914, 754, 2, 739
42, 12.3913, 1023, 2, 1006
43, 5.455220000000001, 483, 2, 476
44, 9.582840000000001, 992, 2, 959
45, 17.0554, 702, 3, 675
46, 9.77734, 957, 3, 939
47, 3.4808999999999997, 306, 3, 299
48, 13.381499999999999, 1296, 3, 1271
49, 3.23976, 288, 3, 280
50, 14.8336, 1368, 3, 1329
51, 19.869999999999997, 1845, 3, 1798
52, 26.826800000000002, 2544, 3, 2509
53, 16.8294, 1600, 3, 1564
54, 5.73679, 480, 3, 453
55, 5.828749999999999, 529, 3, 511
56, 71.96130000000001, 5329, 3, 5255
57, 44.554, 2576, 3, 2510
58, 6.695010000000001, 625, 3, 612
59, 14.580499999999999, 1120, 3, 1059
60, 17.898799999999998, 1155, 4, 1127
61, 4.06586, 336, 4, 327
62, 12.5248, 960, 4, 924
63, 13.9489, 1190, 4, 1171
64, 15.031600000000001, 992, 4, 965
65, 3.2542, 256, 4, 243
66, 10.0853, 960, 4, 941
67, 42.0539, 2585, 4, 2559
68, 1.06277, 64, 4, 58
69, 1.61882, 108, 4, 107
70, 55.7558, 5112, 4, 5058
71, 0.507175, 30, 4, 29
72, 5.95425, 546, 4, 540
73, 21.1829, 1932, 4, 1901
74, 0.603092, 36, 4, 34
75, 51.7974, 3078, 4, 3052
76, 1.60477, 130, 4, 125
77, 22.060799999999997, 2064, 5, 2023
78, 18.662499999999998, 1794, 5, 1749
79, 7.45478, 650, 5, 635
80, 6.58102, 575, 5, 558
81, 8.235299999999999, 756, 5, 732
82, 21.7322, 1295, 5, 1274
83, 0.827121, 63, 5, 49
84, 23.5536, 2400, 5, 2348
85, 12.6816, 1155, 5, 1132
86, 3.75484, 288, 5, 275
87, 14.8387, 1444, 5, 1387
88, 12.025400000000001, 1050, 5, 1037
89, 4.065390000000001, 323, 5, 305
90, 46.0657, 2744, 5, 2721
91, 7.0075, 650, 6, 629
92, 10.550699999999999, 900, 6, 877
93, 8.307649999999999, 756, 6, 747
94, 21.4886, 1332, 6, 1304
95, 4.712359999999999, 380, 6, 350
96, 14.217600000000001, 1440, 6, 1401
97, 1.8261900000000002, 156, 6, 135
98, 7.94624, 700, 6, 676
99, 50.912, 3422, 6, 3319
100, 15.869600000000002, 1400, 6, 1369
101, 16.0286, 1368, 6, 1309
102, 3.8939, 306, 6, 289
103, 27.5542, 2650, 6, 2614
