AlgoTime(ms), Result Matrix, Chapter, Zero Entries
3547.8900000000003, 474237, 1, 473008
4340.87, 616770, 2, 615628
2169.33, 303576, 3, 302501
1897.0, 262656, 4, 262058
1608.63, 223473, 5, 222373
1579.2, 213834, 6, 212385
787.476, 113560, 7, 113066
2969.38, 414092, 8, 412623
6404.5, 920260, 9, 917602
62.6469, 8096, 10, 7870
