AlgoTime(ms), Result Matrix, Chapter, Zero Entries
6509.47, 471485, 1, 470149
7980.85, 613632, 2, 612345
4040.42, 301376, 3, 300001
3522.41, 260610, 4, 259928
2966.7599999999998, 221585, 5, 220483
2957.0, 211988, 6, 210434
1439.68, 112216, 7, 111670
5630.650000000001, 411522, 8, 409688
11908.699999999999, 916426, 9, 913151
114.461, 7740, 10, 7474
