Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 101.41799999999999, 17420, 1, 17387
1, 77.3331, 12730, 1, 12659
2, 110.156, 21440, 1, 21252
3, 86.4006, 14740, 1, 14612
4, 126.353, 24790, 1, 24566
5, 137.746, 26130, 1, 26050
6, 111.954, 17420, 1, 17303
7, 114.993, 20770, 1, 20688
8, 66.1903, 11390, 1, 11327
9, 132.943, 23450, 1, 23262
10, 117.342, 17420, 1, 17306
11, 110.33999999999999, 16080, 1, 16047
12, 85.8945, 15410, 1, 15362
13, 121.567, 21440, 1, 21342
14, 84.2952, 15410, 1, 15302
15, 153.545, 26130, 1, 25899
16, 140.458, 28140, 1, 28068
17, 140.067, 21440, 1, 21295
18, 218.012, 35510, 1, 35309
19, 137.426, 21440, 1, 21398
20, 64.9271, 11390, 1, 11161
21, 154.67000000000002, 30150, 1, 30081
22, 87.26, 17779, 2, 17709
23, 101.304, 13141, 2, 13106
24, 216.82199999999997, 40196, 2, 39890
25, 83.6931, 16233, 2, 16179
26, 133.929, 20098, 2, 19941
27, 112.39, 20871, 2, 20813
28, 158.162, 28601, 2, 28548
29, 206.454, 35558, 2, 35309
30, 199.671, 44061, 2, 43843
31, 75.4195, 13914, 2, 13897
32, 118.625, 16233, 2, 16142
33, 216.779, 44834, 2, 44650
34, 119.652, 20871, 2, 20728
35, 183.438, 37877, 2, 37659
36, 209.562, 43288, 2, 42935
37, 99.8288, 19325, 2, 19224
38, 136.86, 29374, 2, 29280
39, 136.27, 25509, 2, 25355
40, 98.28349999999999, 11595, 2, 11534
41, 106.021, 22417, 2, 22361
42, 126.54000000000002, 25509, 2, 25382
43, 126.65, 16233, 2, 16196
44, 118.429, 23963, 2, 23819
45, 87.0278, 15093, 3, 15022
46, 116.741, 16211, 3, 16171
47, 86.85329999999999, 9503, 3, 9477
48, 91.24640000000001, 20124, 3, 20088
49, 78.66810000000001, 8944, 3, 8934
50, 140.204, 21242, 3, 21138
51, 104.624, 22919, 3, 22824
52, 145.597, 26832, 3, 26766
53, 139.91600000000003, 22360, 3, 22229
54, 107.139, 11180, 3, 11108
55, 103.963, 12857, 3, 12818
56, 176.764, 40807, 3, 40592
57, 159.822, 31304, 3, 31141
58, 76.8022, 13975, 3, 13915
59, 135.37, 17888, 3, 17795
60, 79.4101, 17028, 4, 16950
61, 79.95530000000001, 8256, 4, 8231
62, 83.2244, 15480, 4, 15430
63, 135.155, 18060, 4, 18023
64, 75.8474, 16512, 4, 16423
65, 52.0618, 8256, 4, 8182
66, 119.90299999999999, 16512, 4, 16407
67, 157.80700000000002, 28380, 4, 28281
68, 28.7306, 4128, 4, 4102
69, 55.347100000000005, 4644, 4, 4641
70, 194.079, 37152, 4, 37014
71, 33.284800000000004, 2580, 4, 2569
72, 79.4687, 10836, 4, 10810
73, 116.863, 23736, 4, 23671
74, 26.8462, 3096, 4, 3090
75, 153.754, 27864, 4, 27805
76, 55.0724, 6708, 4, 6696
77, 138.02200000000002, 22080, 5, 21917
78, 116.33, 21160, 5, 21020
79, 61.441900000000004, 11960, 5, 11842
80, 92.3061, 11500, 5, 11419
81, 91.67540000000001, 12880, 5, 12784
82, 99.7706, 16100, 5, 15968
83, 42.683, 4140, 5, 4111
84, 155.482, 23000, 5, 22804
85, 79.2966, 16100, 5, 16063
86, 94.97510000000001, 8280, 5, 8260
87, 103.42800000000001, 17480, 5, 17331
88, 82.0364, 16100, 5, 16058
89, 56.7438, 7820, 5, 7796
