AlgoTime(ms), Result Matrix, Chapter, Zero Entries
365.445, 478380, 1, 475648
449.178, 621492, 2, 618410
225.626, 306891, 3, 305606
177.597, 265740, 4, 264795
168.80999999999997, 226320, 5, 224912
170.60500000000002, 216618, 6, 214865
85.17429999999999, 115591, 7, 114945
338.754, 417962, 8, 415630
679.7840000000001, 926026, 9, 921740
10.5945, 8645, 10, 8335
