AlgoTime(ms), Result Matrix, Chapter, Zero Entries
2551.5, 472860, 1, 471390
3231.31, 615200, 2, 613783
1626.2, 302475, 3, 301086
1409.45, 261632, 4, 260879
1221.05, 222528, 5, 221342
1153.95, 212910, 6, 211125
614.02, 112887, 7, 112210
2215.62, 412806, 8, 410903
4722.31, 918342, 9, 914501
51.585899999999995, 7917, 10, 7602
