AlgoTime(ms), Result Matrix, Chapter, Zero Entries
2719.57, 472860, 1, 471390
3499.96, 615200, 2, 613783
1748.21, 302475, 3, 301086
1569.25, 261632, 4, 260879
1327.6, 222528, 5, 221342
1252.9099999999999, 212910, 6, 211125
696.567, 112887, 7, 112210
2393.8700000000003, 412806, 8, 410903
5121.58, 918342, 9, 914501
63.3704, 7917, 10, 7602
