Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 13.8493, 312, 1
1, 9.68724, 187, 1
2, 39.9715, 900, 1
3, 17.898, 360, 1
4, 68.8462, 1190, 1
5, 83.8181, 1332, 1
6, 21.7901, 456, 1
7, 40.4459, 754, 1
8, 10.057699999999999, 195, 1
9, 51.580099999999995, 1056, 1
10, 26.7697, 600, 1
11, 24.3693, 484, 1
12, 23.509, 483, 1
13, 46.709399999999995, 840, 1
14, 21.4571, 462, 1
15, 56.614900000000006, 1369, 1
16, 69.986, 1400, 1
17, 44.94, 930, 1
18, 135.20499999999998, 2805, 1
19, 42.311, 780, 1
20, 5.85702, 165, 1
21, 79.26660000000001, 1591, 1
22, 21.358999999999998, 462, 2
23, 12.6997, 225, 2
24, 103.12, 2150, 2
25, 20.563399999999998, 342, 2
26, 19.2657, 504, 2
27, 26.743, 525, 2
28, 96.4408, 1540, 2
29, 89.2428, 1804, 2
30, 114.11, 2365, 2
31, 11.248, 240, 2
32, 16.315199999999997, 380, 2
33, 119.131, 2520, 2
34, 38.0047, 625, 2
35, 103.02799999999999, 2303, 2
36, 139.593, 2916, 2
37, 38.5579, 575, 2
38, 63.247499999999995, 1296, 2
39, 46.9241, 899, 2
40, 9.398200000000001, 169, 2
41, 28.6143, 648, 2
42, 48.3427, 899, 2
43, 18.5751, 399, 2
44, 37.1508, 870, 2
45, 26.228, 600, 3
46, 41.1779, 837, 3
47, 12.9712, 240, 3
48, 55.8125, 1156, 3
49, 11.3613, 224, 3
50, 61.3442, 1224, 3
51, 63.0526, 1677, 3
52, 117.888, 2346, 3
53, 114.271, 1444, 3
54, 33.3664, 396, 3
55, 22.3389, 441, 3
56, 233.849, 5041, 3
57, 134.069, 2376, 3
58, 23.7738, 529, 3
59, 43.1527, 990, 3
60, 45.89, 1023, 4
61, 13.803899999999999, 266, 4
62, 41.507000000000005, 840, 4
63, 52.515899999999995, 1056, 4
64, 41.5387, 870, 4
65, 9.32846, 196, 4
66, 34.362700000000004, 840, 4
67, 116.642, 2385, 4
68, 4.2391499999999995, 36, 4
69, 4.08915, 70, 4
70, 238.558, 4830, 4
71, 0.896296, 12, 4
72, 25.8052, 456, 4
73, 91.7086, 1760, 4
74, 1.05802, 16, 4
75, 200.11, 2860, 4
76, 4.5927, 88, 4
77, 81.48700000000001, 1886, 5
78, 86.9419, 1628, 5
79, 27.9725, 552, 5
80, 22.0279, 483, 5
81, 39.2447, 650, 5
82, 56.8771, 1155, 5
83, 1.5659999999999998, 35, 5
84, 100.388, 2208, 5
85, 51.3441, 1023, 5
86, 9.99414, 224, 5
87, 54.744800000000005, 1296, 5
88, 59.437799999999996, 924, 5
89, 13.2412, 255, 5
90, 136.296, 2538, 5
91, 27.2881, 552, 6
92, 39.3209, 784, 6
93, 33.1297, 650, 6
94, 53.8948, 1190, 6
95, 20.38, 306, 6
96, 59.3256, 1292, 6
97, 4.397779999999999, 110, 6
98, 28.055699999999998, 598, 6
99, 177.23, 3192, 6
100, 62.90859999999999, 1254, 6
101, 52.3531, 1224, 6
102, 12.7988, 240, 6
103, 118.791, 2448, 6
104, 19.2761, 380, 6
105, 3.5347299999999997, 64, 7
106, 84.33200000000001, 1722, 7
107, 51.0544, 1054, 7
108, 74.4465, 1665, 7
109, 14.749699999999999, 368, 7
110, 11.8804, 272, 7
111, 78.03219999999999, 1400, 7
112, 174.03099999999998, 2652, 7
113, 85.84, 1482, 7
114, 11.373899999999999, 240, 7
115, 40.5289, 841, 8
116, 32.9871, 552, 8
117, 55.2296, 1122, 8
118, 7.65576, 182, 8
119, 185.636, 3654, 8
120, 26.089399999999998, 529, 8
121, 65.7953, 1190, 8
122, 67.1443, 1480, 8
123, 296.907, 6536, 8
124, 49.2336, 925, 8
125, 110.556, 2226, 8
126, 19.3943, 400, 8
127, 49.6923, 1054, 8
128, 35.6859, 700, 8
129, 68.9428, 1292, 8
130, 1.57156, 36, 8
131, 124.48299999999999, 1935, 8
132, 151.01600000000002, 3245, 9
133, 63.170500000000004, 1260, 9
134, 22.468, 625, 9
135, 21.3772, 441, 9
136, 17.8982, 437, 9
137, 3.6611700000000003, 72, 9
138, 0.425549, 8, 9
139, 0.21781799999999998, 4, 9
140, 0.588738, 16, 9
141, 15.3518, 378, 9
142, 10.1881, 195, 9
143, 162.381, 3024, 9
144, 59.3691, 1190, 9
145, 16.667, 324, 9
146, 42.4217, 868, 9
147, 67.2578, 1368, 9
148, 22.0169, 529, 9
149, 47.2783, 884, 9
150, 57.407399999999996, 1353, 9
151, 21.9145, 462, 9
152, 15.0606, 360, 9
153, 119.6, 2444, 9
154, 8.1671, 169, 9
155, 40.9194, 1056, 9
156, 58.0994, 1295, 9
157, 45.3213, 992, 9
158, 56.9406, 1230, 9
159, 62.1971, 1406, 9
160, 17.160600000000002, 323, 9
161, 16.425700000000003, 414, 9
162, 57.3861, 1258, 9
163, 7.43487, 143, 9
164, 5.4595199999999995, 130, 10
165, 52.786699999999996, 1406, 10
166, 59.4754, 1147, 10
