Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 107.6, 17420, 1
1, 88.7042, 12730, 1
2, 134.638, 21440, 1
3, 94.96390000000001, 14740, 1
4, 145.407, 24790, 1
5, 194.53, 26130, 1
6, 106.36, 17420, 1
7, 114.783, 20770, 1
8, 76.4765, 11390, 1
9, 149.43200000000002, 23450, 1
10, 102.50099999999999, 17420, 1
11, 97.2894, 16080, 1
12, 91.3517, 15410, 1
13, 139.62099999999998, 21440, 1
14, 94.7539, 15410, 1
15, 141.961, 26130, 1
16, 164.25799999999998, 28140, 1
17, 139.042, 21440, 1
18, 204.596, 35510, 1
19, 128.548, 21440, 1
20, 66.61309999999999, 11390, 1
21, 185.484, 30150, 1
22, 105.42, 17779, 2
23, 82.5277, 13141, 2
24, 253.31799999999998, 40196, 2
25, 103.25099999999999, 16233, 2
26, 125.749, 20098, 2
27, 111.322, 20871, 2
28, 168.92499999999998, 28601, 2
29, 208.914, 35558, 2
30, 233.535, 44061, 2
31, 93.0994, 13914, 2
32, 92.6707, 16233, 2
33, 254.44899999999998, 44834, 2
34, 145.832, 20871, 2
35, 210.625, 37877, 2
36, 239.589, 43288, 2
37, 121.78, 19325, 2
38, 194.15099999999998, 29374, 2
39, 167.249, 25509, 2
40, 85.30699999999999, 11595, 2
41, 129.31500000000003, 22417, 2
42, 148.677, 25509, 2
43, 96.896, 16233, 2
44, 129.823, 23963, 2
45, 83.4962, 15093, 3
46, 89.7588, 16211, 3
47, 58.0162, 9503, 3
48, 124.679, 20124, 3
49, 55.2363, 8944, 3
50, 123.36, 21242, 3
51, 131.333, 22919, 3
52, 189.776, 26832, 3
53, 119.322, 22360, 3
54, 75.5897, 11180, 3
55, 96.8191, 12857, 3
56, 221.334, 40807, 3
57, 180.811, 31304, 3
58, 82.3206, 13975, 3
59, 99.16, 17888, 3
60, 99.1746, 17028, 4
61, 54.0259, 8256, 4
62, 101.74, 15480, 4
63, 130.136, 18060, 4
64, 103.198, 16512, 4
65, 52.991499999999995, 8256, 4
66, 102.097, 16512, 4
67, 162.941, 28380, 4
68, 54.8685, 4128, 4
69, 72.4945, 4644, 4
70, 208.93300000000002, 37152, 4
71, 31.887199999999996, 2580, 4
72, 69.1783, 10836, 4
73, 141.00799999999998, 23736, 4
74, 22.7803, 3096, 4
75, 167.275, 27864, 4
76, 71.3935, 6708, 4
77, 137.398, 22080, 5
78, 115.68100000000001, 21160, 5
79, 111.19, 11960, 5
80, 84.1105, 11500, 5
81, 74.92999999999999, 12880, 5
82, 93.581, 16100, 5
83, 33.9857, 4140, 5
84, 128.244, 23000, 5
85, 109.93799999999999, 16100, 5
86, 79.0462, 8280, 5
87, 91.6459, 17480, 5
88, 92.55760000000001, 16100, 5
89, 49.439, 7820, 5
90, 151.848, 25760, 5
91, 76.17219999999999, 11425, 6
92, 88.927, 13710, 6
93, 70.34360000000001, 12796, 6
94, 86.26599999999999, 16452, 6
95, 55.3731, 8683, 6
96, 101.385, 18280, 6
97, 40.5511, 5484, 6
98, 74.2863, 12796, 6
99, 161.993, 26963, 6
100, 106.852, 18280, 6
101, 103.20400000000001, 17366, 6
102, 49.8865, 8226, 6
103, 139.475, 24221, 6
104, 61.3212, 10054, 6
105, 21.525599999999997, 3370, 7
106, 135.784, 14491, 7
107, 115.59400000000001, 12132, 7
108, 74.37689999999999, 13143, 7
109, 46.514199999999995, 8425, 7
110, 45.038599999999995, 6403, 7
111, 144.142, 14154, 7
112, 135.184, 17861, 7
113, 83.3921, 13817, 7
114, 33.7166, 5729, 7
115, 114.452, 20057, 8
116, 105.74, 16175, 8
117, 145.56, 23292, 8
118, 64.63919999999999, 10352, 8
119, 218.036, 38820, 8
120, 86.5941, 16175, 8
121, 152.23700000000002, 23939, 8
122, 139.546, 25233, 8
123, 316.007, 56936, 8
124, 107.832, 17469, 8
125, 235.42, 35585, 8
126, 87.13669999999999, 14234, 8
127, 133.00500000000002, 21351, 8
128, 112.27, 17469, 8
129, 151.345, 25880, 8
130, 33.4449, 5176, 8
131, 185.611, 29115, 8
132, 302.959, 57523, 9
133, 223.496, 35834, 9
134, 158.535, 25461, 9
135, 149.084, 21689, 9
136, 177.601, 23575, 9
137, 83.11240000000001, 10373, 9
138, 25.483900000000002, 3772, 9
139, 25.316399999999998, 3772, 9
140, 35.7342, 5658, 9
141, 138.734, 21689, 9
142, 86.89280000000001, 16031, 9
143, 307.862, 54694, 9
144, 225.39600000000002, 34891, 9
145, 108.28699999999999, 18860, 9
146, 184.09, 31119, 9
147, 250.22899999999998, 37720, 9
148, 136.39299999999997, 23575, 9
149, 181.67, 33948, 9
150, 199.024, 33005, 9
151, 136.452, 22632, 9
152, 115.59700000000001, 20746, 9
153, 261.45099999999996, 46207, 9
154, 77.61319999999999, 14145, 9
155, 183.90599999999998, 33005, 9
156, 194.257, 34891, 9
157, 182.423, 31119, 9
158, 223.958, 40549, 9
159, 226.107, 36777, 9
160, 119.612, 19803, 9
161, 163.625, 23575, 9
162, 198.94899999999998, 36777, 9
163, 80.5287, 14145, 9
164, 18.154799999999998, 1425, 10
165, 22.1123, 3705, 10
166, 49.6969, 3135, 10
