Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 1.1946, 312, 1, 302
1, 0.710171, 187, 1, 170
2, 3.30395, 900, 1, 843
3, 1.4755, 360, 1, 346
4, 4.58376, 1190, 1, 1145
5, 5.40717, 1332, 1, 1284
6, 1.7860099999999999, 456, 1, 449
7, 2.74271, 754, 1, 742
8, 0.874904, 195, 1, 177
9, 4.23508, 1056, 1, 979
10, 2.29621, 600, 1, 558
11, 2.0929699999999998, 484, 1, 461
12, 1.82252, 483, 1, 452
13, 3.4526499999999998, 840, 1, 783
14, 4.26388, 462, 1, 452
15, 4.63772, 1369, 1, 1339
16, 5.15416, 1400, 1, 1383
17, 10.5158, 930, 1, 917
18, 9.77575, 2805, 1, 2715
19, 2.93623, 780, 1, 765
20, 0.666681, 165, 1, 127
21, 17.500600000000002, 1591, 1, 1563
22, 1.6673499999999999, 462, 2, 410
23, 0.911529, 225, 2, 222
24, 17.5763, 2150, 2, 2110
25, 1.32036, 342, 2, 323
26, 1.8974300000000002, 504, 2, 460
27, 1.95056, 525, 2, 468
28, 5.36529, 1540, 2, 1489
29, 13.6411, 1804, 2, 1791
30, 16.3038, 2365, 2, 2359
31, 9.4494, 240, 2, 232
32, 1.43968, 380, 2, 365
33, 25.2294, 2520, 2, 2477
34, 12.5069, 625, 2, 620
35, 9.29917, 2303, 2, 2273
36, 16.918200000000002, 2916, 2, 2854
37, 2.16819, 575, 2, 495
38, 4.7883700000000005, 1296, 2, 1216
39, 11.0876, 899, 2, 882
40, 0.7481089999999999, 169, 2, 143
41, 2.20622, 648, 2, 617
42, 3.7000100000000002, 899, 2, 872
43, 1.51976, 399, 2, 389
44, 2.8768700000000003, 870, 2, 846
45, 2.2526400000000004, 600, 3, 569
46, 3.9307300000000005, 837, 3, 795
47, 1.006, 240, 3, 231
48, 4.17602, 1156, 3, 1110
49, 0.866167, 224, 3, 211
50, 4.720700000000001, 1224, 3, 1174
51, 5.73994, 1677, 3, 1599
52, 8.88189, 2346, 3, 2275
53, 5.17253, 1444, 3, 1384
54, 1.5976, 396, 3, 352
55, 1.62527, 441, 3, 404
56, 21.668300000000002, 5041, 3, 4939
