Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 220.82399999999998, 17420, 1, 17387
1, 150.83599999999998, 12730, 1, 12659
2, 228.655, 21440, 1, 21252
3, 172.13600000000002, 14740, 1, 14612
4, 292.682, 24790, 1, 24566
5, 295.56100000000004, 26130, 1, 26050
6, 210.75199999999998, 17420, 1, 17303
7, 237.142, 20770, 1, 20688
8, 140.443, 11390, 1, 11327
9, 293.17900000000003, 23450, 1, 23262
10, 231.247, 17420, 1, 17306
11, 200.48, 16080, 1, 16047
12, 227.465, 15410, 1, 15362
13, 265.003, 21440, 1, 21342
14, 169.56099999999998, 15410, 1, 15302
15, 288.214, 26130, 1, 25899
16, 311.291, 28140, 1, 28068
17, 246.055, 21440, 1, 21295
18, 388.62600000000003, 35510, 1, 35309
19, 245.272, 21440, 1, 21398
20, 132.13400000000001, 11390, 1, 11161
21, 318.851, 30150, 1, 30081
22, 182.43599999999998, 17779, 2, 17709
23, 159.312, 13141, 2, 13106
24, 463.355, 40196, 2, 39890
25, 241.654, 16233, 2, 16179
26, 225.497, 20098, 2, 19941
27, 234.513, 20871, 2, 20813
28, 323.048, 28601, 2, 28548
29, 387.474, 35558, 2, 35309
30, 459.354, 44061, 2, 43843
31, 153.294, 13914, 2, 13897
32, 174.529, 16233, 2, 16142
33, 476.642, 44834, 2, 44650
34, 219.144, 20871, 2, 20728
35, 401.269, 37877, 2, 37659
36, 471.492, 43288, 2, 42935
37, 236.813, 19325, 2, 19224
38, 323.852, 29374, 2, 29280
39, 283.429, 25509, 2, 25355
40, 137.27800000000002, 11595, 2, 11534
41, 226.656, 22417, 2, 22361
42, 290.097, 25509, 2, 25382
43, 177.09900000000002, 16233, 2, 16196
44, 258.99699999999996, 23963, 2, 23819
45, 161.08800000000002, 15093, 3, 15022
46, 201.79500000000002, 16211, 3, 16171
47, 105.739, 9503, 3, 9477
48, 221.379, 20124, 3, 20088
49, 94.4661, 8944, 3, 8934
50, 237.815, 21242, 3, 21138
51, 228.69, 22919, 3, 22824
52, 291.597, 26832, 3, 26766
53, 225.865, 22360, 3, 22229
54, 121.641, 11180, 3, 11108
55, 159.121, 12857, 3, 12818
56, 447.984, 40807, 3, 40592
57, 352.365, 31304, 3, 31141
58, 142.387, 13975, 3, 13915
59, 207.976, 17888, 3, 17795
60, 184.664, 17028, 4, 16950
61, 98.5046, 8256, 4, 8231
62, 195.771, 15480, 4, 15430
63, 199.55, 18060, 4, 18023
64, 180.71300000000002, 16512, 4, 16423
65, 96.0961, 8256, 4, 8182
66, 183.587, 16512, 4, 16407
67, 316.487, 28380, 4, 28281
68, 49.461, 4128, 4, 4102
69, 70.5904, 4644, 4, 4641
70, 395.947, 37152, 4, 37014
71, 43.8403, 2580, 4, 2569
72, 123.38000000000001, 10836, 4, 10810
73, 256.876, 23736, 4, 23671
74, 57.1694, 3096, 4, 3090
75, 298.216, 27864, 4, 27805
76, 73.124, 6708, 4, 6696
77, 256.798, 22080, 5, 21917
78, 242.384, 21160, 5, 21020
79, 193.748, 11960, 5, 11842
80, 151.39, 11500, 5, 11419
81, 159.17700000000002, 12880, 5, 12784
82, 175.8, 16100, 5, 15968
83, 58.5403, 4140, 5, 4111
84, 245.32399999999998, 23000, 5, 22804
85, 172.877, 16100, 5, 16063
86, 129.845, 8280, 5, 8260
87, 201.982, 17480, 5, 17331
88, 219.421, 16100, 5, 16058
89, 91.4808, 7820, 5, 7796
90, 318.675, 25760, 5, 25649
91, 136.719, 11425, 6, 11353
92, 164.36700000000002, 13710, 6, 13598
93, 136.572, 12796, 6, 12739
94, 192.87099999999998, 16452, 6, 16336
95, 110.71300000000001, 8683, 6, 8562
96, 210.104, 18280, 6, 18132
97, 74.52019999999999, 5484, 6, 5393
98, 136.451, 12796, 6, 12677
99, 313.517, 26963, 6, 26649
100, 231.512, 18280, 6, 18146
101, 229.157, 17366, 6, 17119
102, 106.404, 8226, 6, 8193
103, 283.236, 24221, 6, 24143
104, 113.71000000000001, 10054, 6, 10000
105, 38.080000000000005, 3370, 7, 3347
106, 196.236, 14491, 7, 14398
107, 144.104, 12132, 7, 12080
108, 134.053, 13143, 7, 13084
109, 125.69, 8425, 7, 8401
110, 78.4325, 6403, 7, 6325
111, 149.427, 14154, 7, 14100
112, 214.626, 17861, 7, 17770
113, 196.346, 13817, 7, 13743
114, 69.4985, 5729, 7, 5704
115, 211.787, 20057, 8, 19927
116, 202.66500000000002, 16175, 8, 16082
117, 270.763, 23292, 8, 23170
118, 130.79399999999998, 10352, 8, 10324
119, 413.554, 38820, 8, 38604
120, 164.408, 16175, 8, 16105
121, 267.024, 23939, 8, 23820
122, 311.15999999999997, 25233, 8, 25150
123, 630.232, 56936, 8, 56653
124, 198.584, 17469, 8, 17422
125, 430.788, 35585, 8, 35329
