Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 252.87199999999999, 14652, 1
1, 147.351, 9990, 1
2, 296.27, 18648, 1
3, 228.743, 11988, 1
4, 380.816, 21978, 1
5, 425.342, 23310, 1
6, 252.103, 14652, 1
7, 245.56900000000002, 17982, 1
8, 157.277, 8658, 1
9, 381.637, 20646, 1
10, 276.93899999999996, 14652, 1
11, 230.876, 13320, 1
12, 217.64600000000002, 12654, 1
13, 335.642, 18648, 1
14, 209.62, 12654, 1
15, 331.41700000000003, 23310, 1
16, 400.809, 25308, 1
17, 334.216, 18648, 1
18, 526.201, 32634, 1
19, 309.908, 18648, 1
20, 157.119, 8658, 1
21, 415.919, 27306, 1
22, 222.972, 14611, 2
23, 183.53, 9997, 2
24, 630.495, 36912, 2
25, 216.375, 13073, 2
26, 306.564, 16918, 2
27, 267.84400000000005, 17687, 2
28, 396.22, 25377, 2
29, 544.115, 32298, 2
30, 582.4110000000001, 40757, 2
31, 163.8, 10766, 2
32, 199.096, 13073, 2
33, 630.5889999999999, 41526, 2
34, 307.255, 17687, 2
35, 538.938, 34605, 2
36, 636.488, 39988, 2
37, 286.875, 16149, 2
38, 415.63800000000003, 26146, 2
39, 395.32, 22301, 2
40, 161.74, 8459, 2
41, 276.505, 19225, 2
42, 362.88399999999996, 22301, 2
43, 229.647, 13073, 2
44, 277.499, 20763, 2
45, 203.098, 12765, 3
46, 253.82900000000004, 13875, 3
47, 136.774, 7215, 3
48, 309.85400000000004, 17760, 3
49, 139.065, 6660, 3
50, 379.058, 18870, 3
51, 344.538, 20535, 3
52, 411.783, 24420, 3
53, 307.39, 19980, 3
54, 154.93, 8880, 3
55, 164.877, 10545, 3
56, 595.307, 38295, 3
57, 499.555, 28860, 3
58, 172.357, 11655, 3
59, 245.24, 15540, 3
60, 232.063, 14848, 4
61, 113.94500000000001, 6144, 4
62, 248.345, 13312, 4
63, 256.861, 15872, 4
64, 205.516, 14336, 4
65, 104.00800000000001, 6144, 4
66, 223.095, 14336, 4
67, 379.88, 26112, 4
68, 45.9812, 2048, 4
69, 59.0365, 2560, 4
70, 557.415, 34816, 4
71, 16.0545, 512, 4
72, 151.098, 8704, 4
73, 378.22, 21504, 4
74, 27.1683, 1024, 4
75, 387.637, 25600, 4
76, 63.8257, 4608, 4
77, 324.389, 20064, 5
78, 293.32599999999996, 19152, 5
79, 200.577, 10032, 5
80, 165.45499999999998, 9576, 5
81, 173.287, 10944, 5
82, 238.764, 14136, 5
83, 68.1337, 2280, 5
84, 300.42600000000004, 20976, 5
85, 215.29999999999998, 14136, 5
86, 106.27000000000001, 6384, 5
87, 211.89, 15504, 5
88, 275.41700000000003, 14136, 5
89, 101.243, 5928, 5
90, 407.274, 23712, 5
91, 135.857, 9513, 6
92, 213.346, 11778, 6
93, 167.567, 10872, 6
94, 246.12800000000001, 14496, 6
95, 166.202, 6795, 6
96, 245.891, 16308, 6
97, 107.534, 3624, 6
98, 198.875, 10872, 6
99, 387.685, 24915, 6
100, 301.77500000000003, 16308, 6
101, 275.991, 15402, 6
102, 103.999, 6342, 6
103, 360.671, 22197, 6
104, 171.882, 8154, 6
105, 66.8999, 1998, 7
106, 208.47899999999998, 12987, 7
107, 161.555, 10656, 7
108, 172.055, 11655, 7
109, 101.368, 6993, 7
110, 102.352, 4995, 7
111, 181.64600000000002, 12654, 7
112, 257.695, 16317, 7
113, 207.727, 12321, 7
114, 109.814, 4329, 7
115, 314.618, 17361, 8
116, 209.153, 13503, 8
117, 304.91200000000003, 20576, 8
118, 146.578, 7716, 8
119, 531.255, 36008, 8
120, 222.652, 13503, 8
121, 358.724, 21219, 8
122, 349.525, 22505, 8
123, 861.09, 54012, 8
124, 283.817, 14789, 8
125, 500.748, 32793, 8
126, 241.665, 11574, 8
127, 260.861, 18647, 8
128, 253.76700000000002, 14789, 8
129, 391.13100000000003, 23148, 8
130, 54.6445, 2572, 8
131, 456.383, 26363, 8
132, 768.204, 53523, 9
133, 497.87, 31926, 9
134, 374.32500000000005, 21597, 9
135, 281.585, 17841, 9
136, 315.744, 19719, 9
137, 135.453, 6573, 9
138, 10.134799999999998, 0, 9
139, 10.8957, 0, 9
140, 43.6973, 1878, 9
141, 278.03499999999997, 17841, 9
142, 170.474, 12207, 9
143, 817.767, 50706, 9
144, 536.194, 30987, 9
145, 229.47899999999998, 15024, 9
146, 446.615, 27231, 9
147, 521.796, 33804, 9
148, 281.507, 19719, 9
149, 471.08299999999997, 30048, 9
150, 526.154, 29109, 9
151, 294.843, 18780, 9
152, 275.272, 16902, 9
153, 633.382, 42255, 9
154, 133.196, 10329, 9
155, 419.02099999999996, 29109, 9
156, 434.299, 30987, 9
157, 361.41, 27231, 9
158, 571.867, 36621, 9
159, 557.831, 32865, 9
160, 263.933, 15963, 9
161, 344.93600000000004, 19719, 9
162, 477.678, 32865, 9
163, 150.482, 10329, 9
164, 26.965200000000003, 1001, 10
165, 51.5468, 3185, 10
166, 96.3077, 2639, 10
