AlgoTime(ms), Result Matrix, Chapter, Zero Entries
11957.7, 472860, 1, 471390
15080.1, 615200, 2, 613783
7580.35, 302475, 3, 301086
6699.72, 261632, 4, 260879
5572.19, 222528, 5, 221342
5395.37, 212910, 6, 211125
2799.88, 112887, 7, 112210
10476.800000000001, 412806, 8, 410903
22536.0, 918342, 9, 914501
218.51999999999998, 7917, 10, 7602
