AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1576.5800000000002, 476997, 1, 475231
1993.63, 619916, 2, 618064
1022.26, 305784, 3, 304450
887.0590000000001, 264710, 4, 263845
738.246, 225369, 5, 224122
716.704, 215688, 6, 214013
367.207, 114912, 7, 114179
1430.89, 416670, 8, 414816
2999.42, 924102, 9, 920149
29.538800000000002, 8460, 10, 8248
