Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 53.3279, 17420, 1, 17387
1, 40.5565, 12730, 1, 12659
2, 58.6595, 21440, 1, 21252
3, 36.2643, 14740, 1, 14612
4, 66.6244, 24790, 1, 24566
5, 72.51520000000001, 26130, 1, 26050
6, 44.462599999999995, 17420, 1, 17303
7, 56.5053, 20770, 1, 20688
8, 41.0011, 11390, 1, 11327
9, 66.3681, 23450, 1, 23262
10, 50.8744, 17420, 1, 17306
11, 48.837199999999996, 16080, 1, 16047
12, 31.950100000000003, 15410, 1, 15362
13, 65.0926, 21440, 1, 21342
14, 47.3866, 15410, 1, 15302
15, 67.5351, 26130, 1, 25899
16, 74.0392, 28140, 1, 28068
17, 62.438300000000005, 21440, 1, 21295
18, 87.5251, 35510, 1, 35309
19, 60.1262, 21440, 1, 21398
20, 38.266, 11390, 1, 11161
21, 76.9755, 30150, 1, 30081
22, 49.6553, 17779, 2, 17709
23, 44.932, 13141, 2, 13106
24, 100.352, 40196, 2, 39890
25, 55.963100000000004, 16233, 2, 16179
26, 56.709700000000005, 20098, 2, 19941
27, 56.609899999999996, 20871, 2, 20813
28, 71.6958, 28601, 2, 28548
29, 89.3808, 35558, 2, 35309
30, 100.228, 44061, 2, 43843
31, 41.4731, 13914, 2, 13897
32, 49.7831, 16233, 2, 16142
33, 104.56899999999999, 44834, 2, 44650
34, 59.928799999999995, 20871, 2, 20728
35, 91.35640000000001, 37877, 2, 37659
36, 101.89, 43288, 2, 42935
37, 56.251200000000004, 19325, 2, 19224
38, 76.9388, 29374, 2, 29280
39, 69.8219, 25509, 2, 25355
40, 40.7728, 11595, 2, 11534
41, 58.7948, 22417, 2, 22361
42, 70.0359, 25509, 2, 25382
43, 50.2018, 16233, 2, 16196
44, 61.0925, 23963, 2, 23819
45, 46.2195, 15093, 3, 15022
46, 47.9846, 16211, 3, 16171
47, 39.1856, 9503, 3, 9477
48, 56.4911, 20124, 3, 20088
49, 44.5965, 8944, 3, 8934
50, 60.0119, 21242, 3, 21138
51, 60.175, 22919, 3, 22824
52, 72.40180000000001, 26832, 3, 26766
53, 61.8198, 22360, 3, 22229
54, 33.5323, 11180, 3, 11108
55, 41.9021, 12857, 3, 12818
56, 102.833, 40807, 3, 40592
57, 80.9055, 31304, 3, 31141
58, 42.5233, 13975, 3, 13915
59, 67.6774, 17888, 3, 17795
60, 49.584, 17028, 4, 16950
61, 34.9208, 8256, 4, 8231
62, 51.5827, 15480, 4, 15430
63, 52.153600000000004, 18060, 4, 18023
64, 48.2507, 16512, 4, 16423
65, 29.254700000000003, 8256, 4, 8182
66, 47.8368, 16512, 4, 16407
67, 70.0976, 28380, 4, 28281
68, 21.4312, 4128, 4, 4102
69, 23.615000000000002, 4644, 4, 4641
70, 92.1916, 37152, 4, 37014
71, 6.17478, 2580, 4, 2569
72, 37.3429, 10836, 4, 10810
73, 67.33699999999999, 23736, 4, 23671
74, 7.67798, 3096, 4, 3090
75, 71.8775, 27864, 4, 27805
76, 25.0372, 6708, 4, 6696
77, 61.5638, 22080, 5, 21917
78, 58.9869, 21160, 5, 21020
79, 43.962599999999995, 11960, 5, 11842
80, 40.4238, 11500, 5, 11419
81, 39.0599, 12880, 5, 12784
82, 48.9342, 16100, 5, 15968
83, 8.61291, 4140, 5, 4111
84, 61.507600000000004, 23000, 5, 22804
85, 50.5819, 16100, 5, 16063
86, 21.0868, 8280, 5, 8260
87, 47.3552, 17480, 5, 17331
88, 51.6285, 16100, 5, 16058
89, 29.5106, 7820, 5, 7796
90, 69.79140000000001, 25760, 5, 25649
91, 37.8833, 11425, 6, 11353
92, 43.966, 13710, 6, 13598
93, 41.707800000000006, 12796, 6, 12739
94, 47.8814, 16452, 6, 16336
95, 27.2756, 8683, 6, 8562
96, 51.754000000000005, 18280, 6, 18132
97, 11.1155, 5484, 6, 5393
98, 42.28380000000001, 12796, 6, 12677
99, 81.0913, 26963, 6, 26649
100, 55.078, 18280, 6, 18146
101, 51.1883, 17366, 6, 17119
102, 30.5157, 8226, 6, 8193
103, 65.1906, 24221, 6, 24143
104, 37.2979, 10054, 6, 10000
105, 7.16467, 3370, 7, 3347
106, 45.5898, 14491, 7, 14398
107, 40.4872, 12132, 7, 12080
108, 37.438, 13143, 7, 13084
109, 32.3253, 8425, 7, 8401
110, 24.8817, 6403, 7, 6325
111, 43.6623, 14154, 7, 14100
112, 51.6982, 17861, 7, 17770
113, 44.979, 13817, 7, 13743
114, 11.479800000000001, 5729, 7, 5704
115, 57.2746, 20057, 8, 19927
116, 49.065, 16175, 8, 16082
117, 61.987, 23292, 8, 23170
118, 38.9805, 10352, 8, 10324
119, 92.1886, 38820, 8, 38604
120, 47.699, 16175, 8, 16105
121, 66.1407, 23939, 8, 23820
122, 67.1139, 25233, 8, 25150
123, 137.63500000000002, 56936, 8, 56653
124, 53.323299999999996, 17469, 8, 17422
125, 86.8753, 35585, 8, 35329
126, 46.3595, 14234, 8, 14133
127, 56.3731, 21351, 8, 21278
128, 52.4677, 17469, 8, 17424
129, 68.4936, 25880, 8, 25654
130, 11.3129, 5176, 8, 5149
131, 80.9705, 29115, 8, 28787
132, 125.64500000000001, 57523, 9, 57259
133, 89.9841, 35834, 9, 35647
134, 65.5379, 25461, 9, 25115
135, 60.314899999999994, 21689, 9, 21636
136, 55.036, 23575, 9, 23418
137, 39.5432, 10373, 9, 10340
138, 8.27778, 3772, 9, 3757
139, 8.35201, 3772, 9, 3760
140, 23.9366, 5658, 9, 5636
141, 59.1959, 21689, 9, 21487
142, 32.0496, 16031, 9, 15976
143, 127.934, 54694, 9, 54426
144, 90.6145, 34891, 9, 34846
145, 54.0917, 18860, 9, 18808
