AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4496.400000000001, 478380, 1, 475648
5695.02, 621492, 2, 618410
2843.78, 306891, 3, 305606
2528.66, 265740, 4, 264795
2077.7999999999997, 226320, 5, 224912
1965.8500000000001, 216618, 6, 214865
1085.6, 115591, 7, 114945
3904.3, 417962, 8, 415630
8320.52, 926026, 9, 921740
93.3997, 8645, 10, 8335
