Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 2.3447, 242, 1, 231
1, 1.10249, 135, 1, 118
2, 7.88607, 784, 1, 697
3, 3.06556, 288, 1, 245
4, 10.7118, 1056, 1, 1005
5, 18.050900000000002, 1190, 1, 1111
6, 3.54212, 374, 1, 368
7, 5.40313, 648, 1, 631
8, 1.55886, 143, 1, 118
9, 10.6473, 930, 1, 813
10, 5.47516, 506, 1, 454
11, 3.55826, 400, 1, 372
12, 3.7957199999999998, 399, 1, 358
13, 7.39036, 728, 1, 629
14, 3.8590500000000003, 380, 1, 359
15, 10.8956, 1225, 1, 1197
16, 24.1676, 1254, 1, 1223
17, 9.144340000000001, 812, 1, 809
18, 39.955, 2597, 1, 2453
19, 6.32059, 672, 1, 654
20, 1.12853, 117, 1, 62
21, 25.4147, 1435, 1, 1420
22, 3.03439, 380, 2, 316
23, 1.70337, 169, 2, 159
24, 34.3796, 1968, 2, 1913
25, 2.97103, 272, 2, 239
26, 4.00844, 418, 2, 345
27, 3.38902, 437, 2, 364
28, 24.686300000000003, 1386, 2, 1316
29, 29.043599999999998, 1638, 2, 1618
30, 30.3121, 2173, 2, 2170
31, 1.63248, 182, 2, 165
32, 2.6248199999999997, 306, 2, 300
33, 35.302600000000005, 2322, 2, 2237
34, 5.47569, 529, 2, 525
35, 33.2909, 2115, 2, 2087
36, 43.379099999999994, 2704, 2, 2615
37, 4.58172, 483, 2, 385
38, 10.3865, 1156, 2, 1036
39, 7.9989099999999995, 783, 2, 752
40, 1.20085, 121, 2, 91
41, 4.55377, 550, 2, 499
42, 7.504659999999999, 783, 2, 748
43, 3.37229, 323, 2, 303
44, 6.58805, 756, 2, 711
45, 4.75649, 506, 3, 447
46, 6.12003, 725, 3, 674
47, 1.9408400000000001, 182, 3, 181
48, 9.671259999999998, 1024, 3, 957
49, 1.31767, 168, 3, 158
50, 10.9299, 1088, 3, 1025
51, 24.8659, 1517, 3, 1410
52, 34.3646, 2156, 3, 2059
53, 11.565900000000001, 1296, 3, 1218
54, 3.19518, 320, 3, 252
55, 3.45919, 361, 3, 300
56, 61.9985, 4761, 3, 4646
57, 34.7796, 2184, 3, 2044
58, 3.71937, 441, 3, 441
59, 9.46175, 868, 3, 792
60, 7.98049, 899, 4, 798
61, 2.0093, 204, 4, 203
62, 8.69392, 728, 4, 653
63, 8.23344, 930, 4, 909
64, 6.432, 756, 4, 725
65, 1.60784, 144, 4, 144
66, 6.5613399999999995, 728, 4, 642
67, 31.857799999999997, 2193, 4, 2174
68, 0.209614, 16, 4, 15
69, 0.542169, 40, 4, 40
70, 59.6108, 4556, 4, 4435
71, 0.057210000000000004, 2, 4, 1
72, 4.30064, 374, 4, 373
73, 29.0563, 1596, 4, 1555
74, 0.091397, 4, 4, 4
75, 40.2976, 2650, 4, 2595
76, 0.422253, 54, 4, 54
77, 28.851200000000002, 1716, 5, 1647
78, 25.9155, 1470, 5, 1361
79, 5.23098, 462, 5, 422
80, 4.3944, 399, 5, 374
81, 4.807180000000001, 552, 5, 496
82, 10.019200000000001, 1023, 5, 970
83, 0.218969, 15, 5, 13
84, 29.659299999999998, 2024, 5, 1860
