Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 4.1309, 242, 1, 231
1, 2.03639, 135, 1, 118
2, 25.5703, 784, 1, 697
3, 5.2373, 288, 1, 245
4, 39.5292, 1056, 1, 1005
5, 40.7152, 1190, 1, 1111
6, 11.1344, 374, 1, 368
7, 10.2191, 648, 1, 631
8, 2.62144, 143, 1, 118
9, 29.6444, 930, 1, 813
10, 15.6056, 506, 1, 454
11, 17.927599999999998, 400, 1, 372
12, 6.82389, 399, 1, 358
13, 29.505799999999997, 728, 1, 629
14, 6.643879999999999, 380, 1, 359
15, 35.34, 1225, 1, 1197
16, 21.913999999999998, 1254, 1, 1223
17, 31.761400000000002, 812, 1, 809
18, 48.4999, 2597, 1, 2453
19, 11.3688, 672, 1, 654
20, 1.8869, 117, 1, 62
21, 35.683, 1435, 1, 1420
22, 5.90768, 380, 2, 316
23, 3.08606, 169, 2, 159
24, 41.0453, 1968, 2, 1913
25, 6.98194, 272, 2, 239
26, 22.7015, 418, 2, 345
27, 18.6673, 437, 2, 364
28, 28.7178, 1386, 2, 1316
29, 80.8821, 1638, 2, 1618
30, 49.997800000000005, 2173, 2, 2170
31, 2.89842, 182, 2, 165
32, 4.81639, 306, 2, 300
33, 41.189299999999996, 2322, 2, 2237
34, 9.431439999999998, 529, 2, 525
35, 37.604400000000005, 2115, 2, 2087
36, 50.5409, 2704, 2, 2615
37, 20.273300000000003, 483, 2, 385
38, 41.609300000000005, 1156, 2, 1036
39, 14.825, 783, 2, 752
40, 2.11689, 121, 2, 91
41, 18.5992, 550, 2, 499
42, 18.241699999999998, 783, 2, 748
43, 5.86109, 323, 2, 303
44, 19.77, 756, 2, 711
45, 16.4035, 506, 3, 447
46, 11.5355, 725, 3, 674
47, 3.5444, 182, 3, 181
48, 33.4353, 1024, 3, 957
49, 2.5445699999999998, 168, 3, 158
50, 19.27, 1088, 3, 1025
51, 59.051100000000005, 1517, 3, 1410
52, 49.912400000000005, 2156, 3, 2059
53, 24.8798, 1296, 3, 1218
54, 5.69284, 320, 3, 252
55, 6.17555, 361, 3, 300
56, 103.71, 4761, 3, 4646
57, 59.583200000000005, 2184, 3, 2044
58, 6.895390000000001, 441, 3, 441
59, 19.9973, 868, 3, 792
60, 26.462200000000003, 899, 4, 798
61, 3.52365, 204, 4, 203
62, 14.5313, 728, 4, 653
63, 31.253000000000004, 930, 4, 909
64, 27.614, 756, 4, 725
65, 2.6612, 144, 4, 144
66, 24.4144, 728, 4, 642
67, 71.3686, 2193, 4, 2174
68, 0.359087, 16, 4, 15
69, 0.846659, 40, 4, 40
70, 94.6185, 4556, 4, 4435
71, 0.07577800000000001, 2, 4, 1
72, 6.966489999999999, 374, 4, 373
73, 45.5326, 1596, 4, 1555
74, 0.119187, 4, 4, 4
75, 83.79599999999999, 2650, 4, 2595
76, 0.7885840000000001, 54, 4, 54
77, 36.88, 1716, 5, 1647
78, 36.7876, 1470, 5, 1361
79, 15.997000000000002, 462, 5, 422
80, 19.4799, 399, 5, 374
81, 8.84793, 552, 5, 496
82, 29.737, 1023, 5, 970
83, 0.322883, 15, 5, 13
84, 44.8177, 2024, 5, 1860
85, 14.4063, 899, 5, 839
86, 2.8801, 168, 5, 155
87, 35.734700000000004, 1156, 5, 1067
88, 13.1604, 806, 5, 798
89, 3.41034, 195, 5, 147
90, 107.36800000000001, 2340, 5, 2301
91, 32.6715, 462, 6, 397
92, 16.775100000000002, 676, 6, 644
93, 15.558, 552, 6, 549
94, 33.7236, 1056, 6, 991
95, 8.228890000000002, 240, 6, 209
96, 42.4106, 1152, 6, 1071
97, 6.54405, 72, 6, 30
98, 16.0483, 504, 6, 459
99, 78.6109, 2970, 6, 2837
100, 35.81079999999999, 1116, 6, 1067
101, 31.936399999999995, 1088, 6, 1009
102, 2.97015, 182, 6, 135
103, 65.64309999999999, 2254, 6, 2172
104, 5.25133, 306, 6, 275
105, 0.605377, 36, 7, 27
106, 28.0635, 1560, 7, 1520
107, 27.4359, 928, 7, 843
108, 24.3241, 1505, 7, 1420
109, 4.01169, 294, 7, 258
110, 3.45513, 210, 7, 166
111, 33.5609, 1254, 7, 1195
112, 45.0677, 2450, 7, 2393
113, 48.881, 1332, 7, 1326
114, 2.87714, 182, 7, 128
115, 25.0826, 729, 8, 640
116, 7.983199999999999, 462, 8, 374
117, 34.725899999999996, 992, 8, 937
118, 2.35318, 132, 8, 109
119, 77.7007, 3416, 8, 3188
120, 18.917900000000003, 441, 8, 381
121, 29.8527, 1056, 8, 948
122, 29.629800000000003, 1330, 8, 1222
123, 136.299, 6216, 8, 6068
124, 15.6093, 805, 8, 751
125, 37.9037, 2040, 8, 1981
126, 5.94664, 324, 8, 246
127, 15.0028, 928, 8, 919
128, 27.0839, 598, 8, 588
129, 23.4556, 1152, 8, 1019
130, 0.288447, 16, 8, 2
131, 49.4103, 1763, 8, 1697
132, 86.8873, 3021, 9, 2901
133, 31.6196, 1122, 9, 1042
134, 17.4893, 529, 9, 472
135, 5.94003, 361, 9, 313
136, 5.785679999999999, 357, 9, 336
137, 0.863749, 42, 9, 41
138, 0.021928, 0, 9, 0
139, 0.007719, 0, 9, 0
140, 0.099528, 4, 9, 0
141, 5.02833, 304, 9, 230
142, 2.3029100000000002, 143, 9, 132
143, 65.56320000000001, 2808, 9, 2704
144, 19.102500000000003, 1056, 9, 1008
145, 4.0040700000000005, 256, 9, 248
146, 23.0179, 754, 9, 716
147, 21.4851, 1224, 9, 1206
148, 8.70864, 441, 9, 325
149, 20.247500000000002, 768, 9, 666
150, 32.1122, 1209, 9, 1136
151, 6.29242, 380, 9, 310
152, 4.57833, 288, 9, 183
153, 39.0215, 2250, 9, 2157
154, 1.7921799999999999, 121, 9, 117
155, 27.0764, 930, 9, 804
156, 36.955799999999996, 1155, 9, 1059
157, 32.8819, 870, 9, 841
158, 18.421, 1092, 9, 1059
159, 30.939600000000002, 1260, 9, 1171
160, 4.38888, 255, 9, 219
161, 14.725200000000001, 336, 9, 288
162, 33.628, 1120, 9, 1073
163, 2.80472, 99, 9, 71
164, 1.73063, 88, 10, 79
165, 33.266999999999996, 1260, 10, 1120
166, 29.9099, 1015, 10, 958
