AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1725.17, 475616, 1, 474448
2248.04, 618342, 2, 617278
1125.57, 304679, 3, 303608
978.859, 263682, 4, 263139
836.725, 224420, 5, 223536
831.647, 214760, 6, 213599
463.339, 114235, 7, 113761
1526.24, 415380, 8, 414079
3330.71, 922180, 9, 919430
35.6033, 8277, 10, 8108
