AlgoTime(ms), Result Matrix, Chapter, Zero Entries
1574.76, 478380, 1, 456867
2025.6699999999998, 621492, 2, 582093
1090.1499999999999, 306891, 3, 286181
947.485, 265740, 4, 249534
823.7919999999999, 226320, 5, 213595
815.425, 216618, 6, 207474
459.79900000000004, 115591, 7, 109740
1424.24, 417962, 8, 396876
2872.11, 926026, 9, 857702
96.2971, 8645, 10, 8452
