AlgoTime(ms), Result Matrix, Chapter, Zero Entries
7359.72, 475616, 1, 474448
9231.06, 618342, 2, 617278
4606.59, 304679, 3, 303608
4074.4300000000003, 263682, 4, 263139
3394.33, 224420, 5, 223536
3260.52, 214760, 6, 213599
1789.49, 114235, 7, 113761
6370.9800000000005, 415380, 8, 414079
13664.6, 922180, 9, 919430
153.15300000000002, 8277, 10, 8108
