AlgoTime(ms), Result Matrix, Chapter, Zero Entries
4803.91, 478380, 1, 475648
6175.46, 621492, 2, 618410
3068.5099999999998, 306891, 3, 305606
2735.64, 265740, 4, 264795
2273.39, 226320, 5, 224912
2181.02, 216618, 6, 214865
1153.54, 115591, 7, 114945
4258.860000000001, 417962, 8, 415630
9050.140000000001, 926026, 9, 921740
107.654, 8645, 10, 8335
