AlgoTime(ms), Result Matrix, Chapter, Zero Entries
2092.93, 478380, 1, 475648
2677.68, 621492, 2, 618410
1325.97, 306891, 3, 305606
1201.94, 265740, 4, 264795
978.508, 226320, 5, 224912
963.4200000000001, 216618, 6, 214865
496.548, 115591, 7, 114945
1861.45, 417962, 8, 415630
3938.22, 926026, 9, 921740
39.4607, 8645, 10, 8335
