Paragraph, AlgoTime(ms), Result Matrix, Chapter
0, 2591.2999999999997, 242, 1
1, 5709.39, 135, 1
2, 6881.9800000000005, 784, 1
3, 7391.08, 288, 1
4, 7354.24, 1056, 1
5, 8983.19, 1190, 1
6, 3679.85, 374, 1
7, 7415.38, 648, 1
8, 4854.9800000000005, 143, 1
9, 8500.640000000001, 930, 1
10, 7359.0, 506, 1
11, 5267.41, 400, 1
12, 10646.800000000001, 399, 1
13, 7529.639999999999, 728, 1
14, 8745.09, 380, 1
15, 6867.21, 1225, 1
16, 9532.59, 1254, 1
17, 6853.75, 812, 1
18, 13536.699999999999, 2597, 1
19, 6607.14, 672, 1
20, 1783.45, 117, 1
21, 9359.42, 1435, 1
22, 10642.0, 380, 2
23, 5788.070000000001, 169, 2
24, 10999.9, 1968, 2
25, 7003.15, 272, 2
26, 3633.84, 418, 2
27, 5462.63, 437, 2
28, 11534.3, 1386, 2
29, 9763.85, 1638, 2
30, 8000.360000000001, 2173, 2
31, 5914.04, 182, 2
32, 7388.03, 306, 2
33, 11297.2, 2322, 2
34, 4885.19, 529, 2
35, 10275.800000000001, 2115, 2
36, 13366.5, 2704, 2
37, 5971.26, 483, 2
38, 9484.439999999999, 1156, 2
39, 8031.05, 783, 2
40, 5154.9, 121, 2
41, 5677.780000000001, 550, 2
42, 7595.76, 783, 2
43, 6711.610000000001, 323, 2
44, 5653.780000000001, 756, 2
45, 6389.97, 506, 3
46, 9411.720000000001, 725, 3
47, 6611.71, 182, 3
48, 7140.11, 1024, 3
49, 7311.7, 168, 3
50, 8334.619999999999, 1088, 3
51, 7772.2300000000005, 1517, 3
52, 13843.400000000001, 2156, 3
53, 9422.55, 1296, 3
54, 5985.400000000001, 320, 3
55, 9758.330000000002, 361, 3
56, 15589.7, 4761, 3
57, 8676.589999999998, 2184, 3
58, 5208.02, 441, 3
59, 8329.66, 868, 3
60, 7632.22, 899, 4
61, 5791.01, 204, 4
62, 7006.65, 728, 4
63, 8150.56, 930, 4
64, 7049.21, 756, 4
65, 3705.86, 144, 4
66, 7212.49, 728, 4
67, 10593.5, 2193, 4
68, 1114.7800000000002, 16, 4
69, 1992.92, 40, 4
70, 15719.5, 4556, 4
71, 1035.73, 2, 4
72, 9593.400000000001, 374, 4
73, 10441.9, 1596, 4
74, 503.645, 4, 4
75, 14294.4, 2650, 4
76, 3176.71, 54, 4
77, 8567.06, 1716, 5
78, 9859.18, 1470, 5
79, 5967.94, 462, 5
80, 4776.37, 399, 5
81, 6369.55, 552, 5
82, 8748.32, 1023, 5
83, 807.057, 15, 5
84, 11470.800000000001, 2024, 5
85, 8805.38, 899, 5
86, 2674.4, 168, 5
87, 6543.97, 1156, 5
88, 6864.13, 806, 5
89, 7792.469999999999, 195, 5
90, 11164.9, 2340, 5
91, 6409.6900000000005, 462, 6
92, 7738.84, 676, 6
93, 6927.870000000001, 552, 6
94, 8463.59, 1056, 6
95, 6676.75, 240, 6
96, 8865.47, 1152, 6
97, 1845.8300000000002, 72, 6
98, 5282.429999999999, 504, 6
99, 11428.1, 2970, 6
100, 8161.049999999999, 1116, 6
101, 6868.83, 1088, 6
102, 5446.44, 182, 6
103, 12258.800000000001, 2254, 6
104, 9104.660000000002, 306, 6
105, 3073.66, 36, 7
106, 10996.5, 1560, 7
107, 8281.26, 928, 7
108, 10523.4, 1505, 7
109, 3941.68, 294, 7
110, 4512.71, 210, 7
111, 9557.95, 1254, 7
112, 10308.0, 2450, 7
113, 9024.49, 1332, 7
114, 8190.45, 182, 7
115, 6581.91, 729, 8
116, 6980.51, 462, 8
117, 7098.5199999999995, 992, 8
118, 3186.29, 132, 8
119, 16138.2, 3416, 8
120, 6311.57, 441, 8
121, 10016.400000000001, 1056, 8
122, 7537.56, 1330, 8
123, 15905.5, 6216, 8
124, 10641.5, 805, 8
125, 9540.45, 2040, 8
126, 7339.79, 324, 8
127, 7963.04, 928, 8
128, 7179.99, 598, 8
129, 7636.110000000001, 1152, 8
130, 696.23, 16, 8
131, 9236.869999999999, 1763, 8
132, 11157.199999999999, 3021, 9
133, 10989.1, 1122, 9
134, 3282.1699999999996, 529, 9
135, 9709.6, 361, 9
136, 4956.47, 357, 9
137, 1591.19, 42, 9
138, 82.9067, 0, 9
