AlgoTime(ms), Result Matrix, Chapter, Zero Entries
7653.79, 475616, 1, 474448
9726.41, 618342, 2, 617278
4942.22, 304679, 3, 303608
4273.12, 263682, 4, 263139
3601.9, 224420, 5, 223536
3425.38, 214760, 6, 213599
1817.01, 114235, 7, 113761
6602.0599999999995, 415380, 8, 414079
14189.0, 922180, 9, 919430
159.105, 8277, 10, 8108
