0.666667, 0.333333, 0, 0, 0, 0, 0, 0, 0, 0.333333, 0.333333, 0.333333, 0,
1, 0.666667, 0.333333, 0, 0, 0, 0, 0, 0, 0.34688, 0.34688, 0.333333, 0,
0.666667, 1, 0.666667, 0.359969, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0.333333, 0.666667, 0.666667, 0.359969, 0, 0, 0, 0, 0, 0, 0, 0.333333, 0.366353,
0, 0.349364, 0.666667, 0.666667, 0.333333, 0, 0, 0, 0, 0, 0, 0.39354, 0.439128,
0, 0, 0.359969, 0.666667, 0.666667, 0.373805, 0, 0, 0, 0, 0, 0.419381, 0.525176,
0, 0, 0.385348, 0.666667, 1, 0.666667, 0.333333, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0.373805, 0.666667, 1, 0.666667, 0.365853, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0.333333, 0.666667, 0.666667, 0.365853, 0, 0, 0, 0.337908, 0.363367,
0, 0, 0, 0, 0, 0.416225, 0.416225, 0.502558, 0.333333, 0.333333, 0.333333, 0.347141, 0.435309,
0, 0, 0, 0, 0, 0, 0, 0, 0.333333, 0.333333, 0.333333, 0.347141, 0.435309,
0, 0, 0, 0, 0, 0, 0.416225, 0.502558, 0.666667, 0.333333, 0.333333, 0, 0,
0, 0, 0, 0, 0, 0, 0.33341, 0.497361, 0.511161, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0.33341, 0.497361, 0.511161, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0.333333, 0, 0, 0, 0, 0, 0, 0, 0, 0.333333, 0.333333, 0.333333, 0,
0.346351, 0, 0, 0, 0, 0, 0, 0, 0, 0.372697, 0.398289, 0.398289, 0,
0.346351, 0, 0, 0, 0, 0, 0, 0, 0, 0.372697, 0.398289, 0.731623, 0.398289,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.398289, 0.591244,
