AlgoTime(ms), Result Matrix, Chapter, Zero Entries
8071.93, 472860, 1, 471390
10159.2, 615200, 2, 613783
5051.54, 302475, 3, 301086
4481.67, 261632, 4, 260879
3728.35, 222528, 5, 221342
3698.69, 212910, 6, 211125
1852.03, 112887, 7, 112210
7316.39, 412806, 8, 410903
15053.9, 918342, 9, 914501
161.615, 7917, 10, 7602
