Paragraph, AlgoTime(ms), Result Matrix, Chapter, Zero Entries
0, 401.089, 14652, 1, 14640
1, 257.69, 9990, 1, 9965
2, 496.32, 18648, 1, 18526
3, 357.377, 11988, 1, 11945
4, 601.5930000000001, 21978, 1, 21918
5, 678.5980000000001, 23310, 1, 23231
6, 422.024, 14652, 1, 14643
7, 444.069, 17982, 1, 17957
8, 272.657, 8658, 1, 8632
9, 592.755, 20646, 1, 20507
10, 404.114, 14652, 1, 14596
11, 378.724, 13320, 1, 13279
12, 337.94800000000004, 12654, 1, 12610
13, 569.85, 18648, 1, 18532
14, 341.637, 12654, 1, 12628
15, 592.81, 23310, 1, 23238
16, 672.746, 25308, 1, 25270
17, 540.0310000000001, 18648, 1, 18633
18, 849.4209999999999, 32634, 1, 32485
19, 500.347, 18648, 1, 18630
20, 226.077, 8658, 1, 8591
21, 708.8259999999999, 27306, 1, 27289
22, 362.399, 14611, 2, 14547
23, 307.942, 9997, 2, 9987
24, 1018.2500000000001, 36912, 2, 36852
25, 353.361, 13073, 2, 13025
26, 466.584, 16918, 2, 16835
27, 453.36199999999997, 17687, 2, 17608
28, 645.942, 25377, 2, 25307
29, 878.7439999999999, 32298, 2, 32271
30, 988.09, 40757, 2, 40754
31, 268.858, 10766, 2, 10746
32, 346.881, 13073, 2, 13065
33, 1054.19, 41526, 2, 41435
34, 479.128, 17687, 2, 17683
35, 860.028, 34605, 2, 34575
36, 1028.1899999999998, 39988, 2, 39883
37, 446.303, 16149, 2, 16045
38, 663.851, 26146, 2, 26023
39, 610.38, 22301, 2, 22269
40, 281.904, 8459, 2, 8427
41, 465.21299999999997, 19225, 2, 19171
42, 612.976, 22301, 2, 22261
43, 367.778, 13073, 2, 13051
44, 487.697, 20763, 2, 20718
45, 346.476, 12765, 3, 12680
46, 353.251, 13875, 3, 13824
47, 213.85399999999998, 7215, 3, 7214
48, 484.103, 17760, 3, 17690
49, 175.79500000000002, 6660, 3, 6647
50, 522.313, 18870, 3, 18794
51, 559.091, 20535, 3, 20405
52, 670.547, 24420, 3, 24319
53, 511.219, 19980, 3, 19897
54, 238.90900000000002, 8880, 3, 8794
55, 315.966, 10545, 3, 10480
56, 1019.9599999999999, 38295, 3, 38149
57, 779.32, 28860, 3, 28647
58, 307.363, 11655, 3, 11655
59, 403.48699999999997, 15540, 3, 15461
60, 384.046, 14848, 4, 14744
61, 182.31900000000002, 6144, 4, 6143
62, 382.717, 13312, 4, 13234
63, 418.95, 15872, 4, 15849
64, 360.228, 14336, 4, 14301
65, 173.678, 6144, 4, 6144
66, 351.733, 14336, 4, 14247
67, 650.254, 26112, 4, 26088
68, 75.3455, 2048, 4, 2045
69, 108.096, 2560, 4, 2560
70, 908.142, 34816, 4, 34687
71, 30.5804, 512, 4, 510
72, 246.34900000000002, 8704, 4, 8702
73, 625.3, 21504, 4, 21460
74, 79.9208, 1024, 4, 1024
75, 660.284, 25600, 4, 25541
76, 113.77, 4608, 4, 4605
77, 541.7389999999999, 20064, 5, 19992
78, 524.3919999999999, 19152, 5, 19032
79, 321.372, 10032, 5, 9985
80, 261.486, 9576, 5, 9525
81, 317.89099999999996, 10944, 5, 10849
82, 394.195, 14136, 5, 14071
83, 66.1641, 2280, 5, 2276
84, 520.466, 20976, 5, 20741
85, 356.555, 14136, 5, 14073
86, 173.71800000000002, 6384, 5, 6362
87, 411.161, 15504, 5, 15407
88, 411.99, 14136, 5, 14128
89, 201.202, 5928, 5, 5879
